# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,ATP Prize Money Leaders (US$),,,
"946 ","Obradovic, Dusan","$11,667 ","$10,127 ","$1,540","$22,327"
"947 ","Donders, Dax","$11,661 ","$6,320 ","$5,341","$18,595"
"948 ","Lobanov, Aleksandr","$11,578 ","$5,788 ","$5,790","$14,068"
"949 ","Fukuda, Sora","$11,575 ","$9,296 ","$2,279","$61,253"
"950 ","Ganesan, Adhithya","$11,564 ","$414 ","$11,150","$11,564"
"951 ","Mora, Maxime","$11,559 ","$10,575 ",$984,"$53,113"
"952 ","Zukas, Matias","$11,450 ","$6,315 ","$5,135","$132,048"
"953 ","Manda, Calin","$11,438 ","$8,648 ","$2,790","$49,071"
"954 ","Pearson, Kody","$11,401 ","$6,705 ","$4,696","$28,501"
"955 ","Rikl, Patrik","$11,395 ","$7,104 ","$4,291","$66,604"
"956 ","Goldhoff, George","$11,369 ","$0 ","$11,369","$30,040"
"957 ","Trongcharoenchaikul, Wishaya","$11,365 ","$8,571 ","$2,794","$96,575"
"958 ","Brady, Patrick","$11,346 ","$8,781 ","$2,565","$15,626"
"959 ","Hamza Reguig, Samir","$11,317 ","$8,220 ","$3,097","$16,845"
"960 ","Frusina, Alexander","$11,312 ","$312 ","$11,000","$11,882"
"961 ","Kawahashi, Yuta","$11,251 ","$9,417 ","$1,834","$21,762"
"962 ","Dlimi, Yassine","$11,160 ","$9,897 ","$1,263","$14,617"
"963 ","Sinha, Nitin Kumar","$11,082 ","$5,926 ","$5,156","$39,244"
"964 ","Wang, Chukang","$11,074 ","$9,486 ","$1,588","$32,024"
"965 ","Rubio Fierros, Alan Fernando","$11,052 ","$8,493 ","$2,559","$23,989"
"966 ","Hoyos, Alejandro","$11,040 ","$9,286 ","$1,754","$32,905"
"967 ","Aubriot, Alexandre","$11,020 ","$9,564 ","$1,456","$19,395"
"968 ","Sorrentino, Luigi","$11,017 ","$7,445 ","$3,572","$37,268"
"Page 22 of 100 ",,Statistics/ Prize Money/ Current,,"Report as of ","Dec 25, 2023"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Dec 25, 2023",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"969 ","Kovapitukted, Palaphoom","$11,010 ","$8,641 ","$2,369","$32,354"
"970 ","Steinegger, Yannik","$11,006 ","$6,087 ","$4,919","$33,866"
"971 ","Fernandez Flores, Diego","$10,973 ","$8,159 ","$2,814","$33,269"
"972 ","Manzanera Pertusa, Alejandro","$10,967 ","$8,499 ","$2,468","$25,262"
"973 ","Nishiwaki, Kazuki","$10,950 ","$10,298 ",$652,"$34,119"
"974 ","Gao, Xin","$10,889 ","$430 ","$10,459","$164,781"
"975 ","Roveri Sidney, Gabriel","$10,837 ","$3,450 ","$7,387","$26,639"
"976 ","Jeong, Yeong-Seok","$10,827 ","$6,326 ","$4,501","$20,553"
"977 ","Justo, Guido Ivan","$10,791 ","$10,737 ",$54,"$38,352"
"978 ","Poljak, David","$10,779 ","$6,326 ","$4,453","$128,728"
"979 ","Butulija, Boris","$10,772 ","$8,883 ","$1,889","$36,225"
"980 ","Song, MinKyu","$10,751 ","$260 ","$10,491","$123,875"
"981 ","Coelho, Fabio","$10,714 ","$5,864 ","$4,850","$38,723"
"982 ","Kaukovalta, Patrick","$10,711 ","$8,107 ","$2,604","$16,842"
"983 ","Schachter, Noah","$10,635 ","$5,954 ","$4,681","$21,095"
"984 ","Noce, Gabriele Maria","$10,633 ","$6,384 ","$4,249","$35,275"
"985 ","Lane, Lewie","$10,625 ","$8,857 ","$1,768","$18,611"
"986 ","Skorilas, Alexandros","$10,619 ","$8,816 ","$1,803","$40,351"
"987 ","Hudd, Emile","$10,615 ","$5,727 ","$4,888","$12,357"
"988 ","Kellovsky, Dominik","$10,535 ","$7,216 ","$3,319","$68,487"
"989T ","Donald, Matthew William","$10,452 ","$7,791 ","$2,661","$15,738"
"989T ","Kang, Kyle","$10,452 ","$9,986 ",$466,"$16,231"
"991 ","McCormick, Tristan","$10,405 ","$8,301 ","$2,104","$25,337"
"992 ","Trhac, Patrik","$10,372 ","$0 ","$10,372","$10,372"
"993 ","Singh, Karan","$10,322 ","$7,730 ","$2,592","$18,143"
"994 ","O'Hoisin, Osgar","$10,318 ","$6,675 ","$3,643","$27,630"
"995 ","Yang, Jimmy","$10,299 ","$8,627 ","$1,672","$14,894"
"996 ","Cias, Pawel","$10,145 ","$9,739 ",$406,"$98,105"
"997 ","Young, Donald","$10,089 ","$9,545 ",$544,"$4,694,661"
"998 ","Lopez, Noah","$10,087 ","$6,933 ","$3,154","$19,218"
"999 ","Metreveli, Aleksandre","$10,003 ","$7,774 ","$2,229","$178,144"
"1000 ","Barki, Justin","$9,977 ","$8,101 ","$1,876","$21,181"
"1001 ","Kumasaka, Takuya","$9,947 ","$8,539 ","$1,408","$17,719"
"1002 ","Chopra, Keshav","$9,920 ","$7,132 ","$2,788","$13,090"
"1003 ","Wassermann, Deney","$9,904 ","$8,217 ","$1,687","$20,825"
"1004 ","Barreiros Reyes, Mateo","$9,843 ","$7,751 ","$2,092","$17,475"
"1005 ","Sureshkumar, Manish","$9,837 ","$6,089 ","$3,748","$65,912"
"1006 ","Mitsui, Shunsuke","$9,803 ","$6,151 ","$3,652","$19,755"
"1007 ","Sigsgaard, Christian","$9,795 ","$5,906 ","$3,889","$24,190"
"1008 ","Yuzuki, Takeru","$9,765 ","$520 ","$9,245","$14,721"
"1009T ","Isaro, Pruchya","$9,734 ","$4,472 ","$5,262","$60,751"
"1009T ","Sakellaridis, Dimitris","$9,734 ","$1,610 ","$8,124","$13,960"
"1011 ","Dostanic, Stefan","$9,713 ","$9,605 ",$108,"$18,246"
"1012 ","Tajima, Naoki","$9,707 ","$4,672 ","$5,035","$47,513"
"Page 23 of 100 ",,Statistics/ Prize Money/ Current,,"Report as of ","Dec 25, 2023"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Dec 25, 2023",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1013 ","Zielinski, Marcel","$9,701 ","$8,795 ",$906,"$12,786"
"1014 ","Liu, Hanyi","$9,625 ","$9,353 ",$272,"$23,265"
"1015 ","Marmousez, Lilian","$9,606 ","$7,967 ","$1,639","$29,646"
"1016 ","Merino, Alexander","$9,568 ","$635 ","$8,933","$61,032"
"1017 ","Schwärzler, Joel Josef","$9,561 ","$5,532 ","$4,029","$10,745"
"1018 ","Ricca, Giorgio","$9,454 ","$2,751 ","$6,703","$52,195"
"1019 ","Somani, Parikshit","$9,437 ","$156 ","$9,281","$14,972"
"1020 ","La Serna, Juan Manuel","$9,432 ","$5,953 ","$3,479","$13,435"
"1021 ","Brown, Preston","$9,430 ","$6,700 ","$2,730","$27,799"
"1022 ","Zayid, Mubarak Shannan","$9,416 ","$5,172 ","$4,244","$88,819"
"1023 ","Bacaloni, Andrea","$9,373 ","$7,210 ","$2,163","$12,135"
"1024 ","Leong, Mitsuki Wei Kang","$9,350 ","$7,966 ","$1,384","$12,172"
"1025 ","Eqbal, Ishaque","$9,281 ","$5,786 ","$3,495","$17,258"
"1026 ","Londero, Juan Ignacio","$9,280 ","$9,280 ",$0,"$2,112,669"
"1027 ","Roberts, Justin","$9,259 ","$8,212 ","$1,047","$29,507"
"1028 ","Tepmahc, Nicolas","$9,256 ","$7,792 ","$1,464","$27,683"
"1029 ","Braithwaite, Thomas","$9,249 ","$6,917 ","$2,332","$11,643"
"1030 ","Falcao, Goncalo","$9,238 ","$3,452 ","$5,786","$73,977"
"1031 ","Jovic, Viktor","$9,236 ","$6,976 ","$2,260","$23,615"
"1032 ","Reitano, Stefano","$9,229 ","$6,036 ","$3,193","$22,977"
"1033 ","Ogura, Kosuke","$9,222 ","$7,214 ","$2,008","$25,554"
"1034 ","Hermans, Mats","$9,215 ","$0 ","$9,215","$33,666"
"1035 ","Rodrigues, Daniel","$9,163 ","$7,477 ","$1,686","$27,211"
"1036 ","Wiskandt, Max","$9,154 ","$7,348 ","$1,806","$15,145"
"1037 ","Freund, Simon","$9,130 ","$2,212 ","$6,918","$44,211"
"1038 ","Kirci, Koray","$9,122 ","$6,786 ","$2,336","$46,310"
"1039T ","Den Heijer, Guy","$9,117 ","$5,699 ","$3,418","$39,191"
"1039T ","Jang, Yunseok","$9,117 ","$7,311 ","$1,806","$12,854"
"1039T ","Stepanov, Roy","$9,117 ","$0 ","$9,117","$10,305"
"1042 ","Whiting, Tennyson","$9,082 ","$0 ","$9,082","$14,973"
"1043 ","Houghton, George","$9,064 ","$4,505 ","$4,559","$15,891"
"1044 ","Sanchez Quilez, Alejo","$9,062 ","$7,659 ","$1,403","$9,412"
"1045 ","Schiessl, Joao Eduardo","$9,053 ","$6,138 ","$2,915","$13,317"
"1046 ","Dahlin, Max","$9,043 ","$7,639 ","$1,404","$9,343"
"1047 ","Moroni, Filippo","$9,022 ","$6,731 ","$2,291","$14,122"
"1048 ","Ujvary, Matthias","$9,005 ","$6,087 ","$2,918","$10,351"
"1049 ","Florig, Philip","$8,945 ","$7,753 ","$1,192","$19,503"
"1050 ","Balzerani, Riccardo","$8,901 ","$6,977 ","$1,924","$85,081"
"1051 ","Catini, Niccolo","$8,890 ","$5,632 ","$3,258","$15,368"
"1052 ","Rocha, Francisco","$8,874 ","$6,393 ","$2,481","$14,131"
"1053 ","Zahraj, Patrick","$8,860 ","$5,532 ","$3,328","$19,846"
"1054 ","Sperle, John","$8,840 ","$6,676 ","$2,164","$13,389"
"1055 ","Sun, Qian","$8,826 ","$4,586 ","$4,240","$12,549"
"1056 ","Ostapenkov, Daniil","$8,802 ","$5,100 ","$3,702","$15,645"
"Page 24 of 100 ",,Statistics/ Prize Money/ Current,,"Report as of ","Dec 25, 2023"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Dec 25, 2023",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1057 ","Krall, Liam","$8,767 ","$8,581 ",$186,"$11,151"
"1058 ","Wallart, Enzo","$8,764 ","$8,048 ",$716,"$23,758"
"1059 ","Musitelli, François","$8,733 ","$6,104 ","$2,629","$12,584"
"1060 ","Agabigun, Sarp","$8,711 ","$3,869 ","$4,842","$74,265"
"1061 ","Bennani, Reda","$8,697 ","$8,697 ",$0,"$9,865"
"1062T ","Liaonenka, Aliaksandr","$8,665 ","$4,376 ","$4,289","$29,540"
"1062T ","Yamacita, Fernando","$8,665 ","$5,139 ","$3,526","$43,897"
"1064 ","Ilagan, Andre","$8,640 ","$7,842 ",$798,"$11,430"
"1065 ","Kawachi, Kazuma","$8,582 ","$5,720 ","$2,862","$44,470"
"1066 ","Maginley, Jody","$8,578 ","$3,687 ","$4,891","$32,072"
"1067 ","Nedelchev, Nikolay","$8,523 ","$6,230 ","$2,293","$12,117"
"1068 ","Duran, Tuncay","$8,462 ","$6,719 ","$1,743","$11,254"
"1069 ","Delage, Pierre","$8,461 ","$7,799 ",$662,"$27,243"
"1070 ","Lanik, Tomas","$8,433 ","$6,215 ","$2,218","$12,412"
"1071 ","Sheyngezikht, Leonid","$8,425 ","$5,704 ","$2,721","$22,329"
"1072 ","Aksu, Cengiz","$8,424 ","$4,581 ","$3,843","$32,140"
"1073 ","Lemstra, Kai","$8,416 ","$5,791 ","$2,625","$30,954"
"1074 ","Bayldon, Blake","$8,378 ","$1,577 ","$6,801","$12,688"
"1075 ","Szajrych, Jasza","$8,314 ","$5,973 ","$2,341","$13,588"
"1076 ","Kyrgios, Nick","$8,281 ","$8,281 ",$0,"$12,486,696"
"1077 ","Garcian, Axel","$8,276 ","$5,793 ","$2,483","$23,354"
"1078 ","Bar Biryukov, Petr","$8,269 ","$5,726 ","$2,543","$18,043"
"1079 ","Giunta, Massimo","$8,248 ","$6,844 ","$1,404","$10,278"
"1080 ","Broville, Maxence","$8,236 ","$6,503 ","$1,733","$30,909"
"1081 ","Rivet, Maxence","$8,221 ","$7,143 ","$1,078","$8,381"
"1082 ","Harrison, Ryan","$8,207 ","$6,910 ","$1,297","$4,814,670"
"1083 ","Rungkat, Christopher","$8,203 ","$950 ","$7,253","$285,720"
"1084 ","Tang, Sheng","$8,176 ","$5,827 ","$2,349","$13,888"
"1085 ","Loureiro, Joao Victor Couto","$8,173 ","$4,817 ","$3,356","$23,831"
"1086 ","Banthia, Siddhant","$8,171 ","$4,216 ","$3,955","$21,235"
"1087 ","Zima, Leopold","$8,167 ","$6,699 ","$1,468","$26,042"
"1088 ","Tonejc, Vito","$8,129 ","$7,131 ",$998,"$11,443"
"1089 ","Dhamne, Manas","$8,113 ","$8,113 ",$0,"$8,633"
"1090 ","Pavel, Bogdan","$8,072 ","$4,030 ","$4,042","$16,675"
"1091 ","Gimeno Valero, Carlos","$8,062 ","$7,918 ",$144,"$96,561"
"1092 ","La Vela, Giuseppe","$8,032 ","$7,118 ",$914,"$13,808"
"1093 ","Weightman, Oscar","$8,027 ","$5,137 ","$2,890","$25,919"
"1094 ","Li, Wenfu","$8,024 ","$4,065 ","$3,959","$8,024"
"1095 ","Bozemoj, Brian","$8,005 ","$4,255 ","$3,750","$9,883"
"1096 ","Dietrich, Dylan","$8,002 ","$6,039 ","$1,963","$9,571"
"1097 ","Matsuda, Koki","$7,998 ","$5,816 ","$2,182","$10,028"
"1098 ","Becerra Otarola, Ignacio Antonio","$7,985 ","$5,863 ","$2,122","$13,271"
"1099 ","Goodger, Joshua","$7,951 ","$5,762 ","$2,189","$10,887"
"1100 ","Bakshi, Aleksandre","$7,904 ","$5,792 ","$2,112","$85,112"
"Page 25 of 100 ",,Statistics/ Prize Money/ Current,,"Report as of ","Dec 25, 2023"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Dec 25, 2023",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1101 ","Egea, Franco Emanuel","$7,887 ","$5,888 ","$1,999","$73,388"
"1102 ","Delaney, Jesse","$7,883 ","$5,053 ","$2,830","$19,529"
"1103 ","Pieri, Samuele","$7,882 ","$6,801 ","$1,081","$10,065"
"1104 ","Fallert, Fabian","$7,843 ","$0 ","$7,843","$47,232"
"1105 ","Massard, Loann","$7,833 ","$5,136 ","$2,697","$9,603"
"1106 ","Alvarez, Luis Carlos","$7,797 ","$5,320 ","$2,477","$13,308"
"1107 ","Neff, Adam","$7,760 ","$4,958 ","$2,802","$12,285"
"1108 ","Inui, Yuichiro","$7,741 ","$5,913 ","$1,828","$22,441"
"1109 ","Cazacu, Dragos Nicolae","$7,735 ","$5,130 ","$2,605","$9,477"
"1110 ","Shamasdin, Adil","$7,725 ","$0 ","$7,725","$690,419"
"1111 ","Andre, Seydina","$7,712 ","$7,174 ",$538,"$12,146"
"1112 ","Marino, Pietro","$7,701 ","$6,865 ",$836,"$12,909"
"1113 ","Yin, Bang Shuo","$7,699 ","$5,851 ","$1,848","$11,955"
"1114 ","Duda, Filip","$7,697 ","$2,454 ","$5,243","$44,109"
"1115 ","Kim, Aidan","$7,696 ","$6,340 ","$1,356","$10,901"
"1116 ","Woerner, Paul","$7,692 ","$5,382 ","$2,310","$59,768"
"1117 ","Hilderbrand, Trey","$7,668 ","$3,467 ","$4,201","$14,374"
"1118 ","Beale, Jeremy","$7,642 ","$3,685 ","$3,957","$75,515"
"1119 ","Pinnington Jones, Jack","$7,620 ","$7,440 ",$180,"$44,470"
"1120 ","Moroni, Gian Marco","$7,619 ","$6,970 ",$649,"$351,037"
"1121 ","Flores, Jesse","$7,617 ","$6,002 ","$1,615","$25,901"
"1122 ","Parizzia, Nicolas","$7,593 ","$5,172 ","$2,421","$22,921"
"1123 ","Siniakov, Daniel","$7,571 ","$3,844 ","$3,727","$23,818"
"1124 ","Ganta, Sai Karteek Reddy","$7,570 ","$1,016 ","$6,554","$11,650"
"1125 ","Tracy, James","$7,556 ","$7,100 ",$456,"$15,423"
"1126 ","Davis, James","$7,493 ","$3,590 ","$3,903","$8,647"
"1127 ","Bondioli, Federico","$7,484 ","$4,623 ","$2,861","$10,332"
"1128 ","Martinez, Alex","$7,476 ","$5,925 ","$1,551","$20,198"
"1129 ","Lingua Lavallen, Alejo Lorenzo","$7,441 ","$6,033 ","$1,408","$48,665"
"1130 ","Zhukov, Maxim","$7,430 ","$6,310 ","$1,120","$14,677"
"1131T ","De Krom, Michiel","$7,422 ","$6,453 ",$969,"$44,545"
"1131T ","Donev, Gabriel","$7,422 ","$4,898 ","$2,524","$41,497"
"1133 ","Nunez, Daniel Antonio","$7,418 ","$5,197 ","$2,221","$24,467"
"1134 ","Talic, Zaharije-Zak","$7,384 ","$3,599 ","$3,785","$11,022"
"1135 ","Bouquet, Lucas","$7,380 ","$5,134 ","$2,246","$34,335"
"1136 ","Jose Ribeiro Lago, Elio","$7,375 ","$3,227 ","$4,148","$12,510"
"1137 ","Kuhn, Nicola","$7,349 ","$7,207 ",$142,"$438,764"
"1138 ","Bangoura, Sekou","$7,335 ","$4,051 ","$3,284","$318,519"
"1139 ","Folliot, Quentin","$7,330 ","$4,284 ","$3,046","$55,238"
"1140 ","Alvarez Varona, Nicolas","$7,320 ","$7,176 ",$144,"$111,499"
"1141 ","Cuenin, Sean","$7,299 ","$6,813 ",$486,"$52,672"
"1142 ","Ovcharenko, Oleksandr","$7,275 ","$4,418 ","$2,857","$49,267"
"1143 ","Taguchi, Ryoatro","$7,267 ","$4,749 ","$2,518","$7,835"
"1144 ","Kobelt, Nicolas","$7,261 ","$5,555 ","$1,706","$10,511"
"Page 26 of 100 ",,Statistics/ Prize Money/ Current,,"Report as of ","Dec 25, 2023"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Dec 25, 2023",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1145 ","Pecci, Alessandro","$7,224 ","$6,878 ",$346,"$11,815"
"1146 ","Britto, Luis","$7,198 ","$1,869 ","$5,329","$25,767"
"1147 ","Lemaitre, Luca","$7,194 ","$4,595 ","$2,599","$7,454"
"1148 ","Galoppini, Davide","$7,183 ","$5,479 ","$1,704","$91,455"
"1149 ","Hodkin, Sean","$7,180 ","$5,304 ","$1,876","$22,548"
"1150 ","Urrea, Andres","$7,149 ","$1,201 ","$5,948","$18,660"
"1151 ","Palosi, Stefan","$7,057 ","$4,869 ","$2,188","$44,855"
"1152 ","Demin, Yaroslav","$7,049 ","$6,403 ",$646,"$9,761"
"1153 ","Hanzlik, Cash","$7,040 ","$6,257 ",$783,"$10,917"
"1154 ","Baadi, Taha","$7,028 ","$4,414 ","$2,614","$22,715"
"1155 ","Barki, Nathan Anthony","$7,015 ","$2,754 ","$4,261","$8,819"
"1156T ","Han, Seon Yong","$7,007 ","$3,786 ","$3,221","$11,591"
"1156T ","Vandermeersch, Cyril","$7,007 ","$5,392 ","$1,615","$19,552"
"1158T ","Tosetto, Rafael","$6,997 ","$4,880 ","$2,117","$8,271"
"1158T ","Zhu, Michael","$6,997 ","$6,001 ",$996,"$47,988"
"1160 ","Van Sambeek, Fons","$6,989 ","$4,254 ","$2,735","$9,057"
"1161 ","Mazza, Manuel","$6,976 ","$5,421 ","$1,555","$20,440"
"1162 ","Bruna, Nicolas","$6,960 ","$4,031 ","$2,929","$21,341"
"1163T ","Cungu, Rrezart","$6,936 ","$5,750 ","$1,186","$32,931"
"1163T ","Vishwakarma, Siddharth","$6,936 ","$6,522 ",$414,"$19,437"
"1165 ","Carr, Simon","$6,933 ","$6,663 ",$270,"$68,088"
"1166 ","Bosio, Gabriele","$6,923 ","$5,075 ","$1,848","$20,095"
"1167 ","Park, Uisung","$6,912 ","$4,810 ","$2,102","$32,492"
"1168 ","Vithoontien, Leo","$6,876 ","$5,811 ","$1,065","$8,124"
"1169 ","Buldorini, Peter","$6,873 ","$4,964 ","$1,909","$7,967"
"1170 ","Cesar Porras, Julio","$6,818 ","$6,248 ",$570,"$12,557"
"1171 ","Corwin, Felix","$6,793 ","$5,626 ","$1,167","$69,218"
"1172 ","Imamura, Masamichi","$6,770 ","$2,267 ","$4,503","$24,365"
"1173 ","Reco, Alexandre","$6,768 ","$5,242 ","$1,526","$15,384"
"1174 ","Pampanin, Pietro","$6,753 ","$4,725 ","$2,028","$13,995"
"1175 ","Fenty, Andrew","$6,706 ","$5,852 ",$854,"$17,363"
"1176 ","Miceli, Marco","$6,704 ","$5,348 ","$1,356","$45,732"
"1177 ","Van Emburgh, Jake","$6,692 ","$5,584 ","$1,108","$9,948"
"1178 ","Basic, Nikola","$6,680 ","$4,055 ","$2,625","$8,102"
"1179 ","Kuznetsov, Andrey","$6,675 ","$6,675 ",$0,"$3,049,625"
"1180 ","Binda, Alexandr","$6,674 ","$4,838 ","$1,836","$19,644"
"1181 ","Suksumrarn, Thantub","$6,596 ","$4,098 ","$2,498","$14,209"
"1182 ","Calzi, Raphael","$6,562 ","$2,836 ","$3,726","$14,530"
"1183 ","Grant, William","$6,545 ","$4,819 ","$1,726","$11,657"
"1184 ","Hrazdil, Jan","$6,543 ","$3,094 ","$3,449","$7,217"
"1185 ","Tessa, Louis","$6,525 ","$5,361 ","$1,164","$43,039"
"1186 ","Bassem Sobhy, Michael","$6,496 ","$4,486 ","$2,010","$10,206"
"1187 ","Recek, Dominik","$6,482 ","$3,834 ","$2,648","$18,926"
"1188 ","Steiner, Maik","$6,454 ","$5,374 ","$1,080","$20,474"
"Page 27 of 100 ",,Statistics/ Prize Money/ Current,,"Report as of ","Dec 25, 2023"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Dec 25, 2023",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1189 ","Nefve, Axel","$6,425 ","$4,517 ","$1,908","$12,109"
"1190 ","Tamm, Kristjan","$6,421 ","$6,151 ",$270,"$39,999"
"1191 ","Loof, Thijmen","$6,418 ","$3,171 ","$3,247","$8,600"
"1192 ","Pietri, Benjamin","$6,408 ","$4,566 ","$1,842","$38,825"
"1193 ","Villalon, Nicolas","$6,402 ","$4,958 ","$1,444","$8,706"
"1194 ","Vardhan, Vishnu","$6,383 ","$1,622 ","$4,761","$260,106"
"1195 ","Cook, Ethan","$6,349 ","$3,031 ","$3,318","$11,376"
"1196 ","Bagnolini, Daniel","$6,341 ","$5,453 ",$888,"$11,947"
"1197 ","Romano, Filippo","$6,337 ","$2,657 ","$3,680","$7,862"
"1198 ","Gaal, Corey","$6,326 ","$3,821 ","$2,505","$9,892"
"1199 ","Dong, Bohua","$6,317 ","$3,758 ","$2,559","$8,856"
"1200 ","Curras Abasolo, Tomas","$6,304 ","$5,568 ",$736,"$9,794"
"1201 ","Osorio, Juan Sebastian","$6,301 ","$4,818 ","$1,483","$13,215"
"1202 ","Cigarran, Thiago","$6,282 ","$3,860 ","$2,422","$15,155"
"1203 ","Fantini, Luca","$6,272 ","$5,026 ","$1,246","$9,691"
"1204 ","Pokotilov, Boris","$6,259 ","$5,131 ","$1,128","$24,729"
"1205 ","Sinha, Adit","$6,251 ","$4,982 ","$1,269","$7,451"
"1206 ","Kotzen, Alexander","$6,245 ","$5,237 ","$1,008","$16,792"
"1207 ","Vocel, Matej","$6,238 ","$3,157 ","$3,081","$41,180"
"1208 ","Altamirano, Collin","$6,227 ","$5,807 ",$420,"$183,799"
"1209 ","Di Natale, Gian Matias","$6,213 ","$5,498 ",$715,"$9,455"
"1210 ","Banerjee, Samir","$6,209 ","$5,565 ",$644,"$31,193"
"1211 ","Zakaryia, Faris","$6,202 ","$4,576 ","$1,626","$15,772"
"1212 ","Atlangeriev, Bekkhan","$6,179 ","$5,007 ","$1,172","$23,229"
"1213 ","Imai, Shintaro","$6,163 ","$4,432 ","$1,731","$134,450"
"1214 ","Al Janahi, Abdulrahman","$6,125 ","$0 ","$6,125","$22,575"
"1215 ","Pel, Stijn","$6,122 ","$3,421 ","$2,701","$8,033"
"1216 ","Simkiss, Luke","$6,119 ","$5,709 ",$410,"$7,385"
"1217 ","Henning, Philip","$6,102 ","$5,205 ",$897,"$9,242"
"1218 ","Court, Jayden","$6,087 ","$4,809 ","$1,278","$17,516"
"1219 ","Shimanov, Ofek","$6,077 ","$4,915 ","$1,162","$7,799"
"1220 ","Beloborodko, Illya","$6,049 ","$3,730 ","$2,319","$28,724"
"1221 ","Catanzariti, A.J.","$6,035 ","$4,889 ","$1,146","$22,689"
"1222 ","Gola, Andrea","$6,026 ","$4,984 ","$1,042","$14,134"
"1223 ","Martin, Toby","$6,018 ","$3,346 ","$2,672","$70,054"
"1224 ","De Jonge, Daniel","$5,999 ","$3,715 ","$2,284","$14,512"
"1225 ","Masabayashi, Tomohiro","$5,984 ","$3,880 ","$2,104","$18,381"
"1226 ","Del Pino, Mateo","$5,957 ","$2,836 ","$3,121","$11,087"
"1227 ","Golubev, Daniil","$5,939 ","$0 ","$5,939","$23,848"
"1228 ","Madarasz, Gergely","$5,935 ","$5,261 ",$674,"$48,859"
"1229 ","Martinez, Louroi","$5,918 ","$2,922 ","$2,996","$30,138"
"1230 ","Roncalli, Simone","$5,891 ","$5,783 ",$108,"$62,209"
"1231 ","Hess, Sean","$5,869 ","$4,375 ","$1,494","$12,627"
"1232 ","Williams, Cooper","$5,815 ","$3,826 ","$1,989","$10,318"
"Page 28 of 100 ",,Statistics/ Prize Money/ Current,,"Report as of ","Dec 25, 2023"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Dec 25, 2023",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1233 ","Kupcic, Jan","$5,801 ","$2,800 ","$3,001","$9,001"
"1234 ","Browning, Tauheed","$5,796 ","$4,601 ","$1,195","$6,368"
"1235 ","Speziali, Filippo","$5,788 ","$4,642 ","$1,146","$15,888"
"1236 ","Campana, Federico","$5,732 ","$4,170 ","$1,562","$15,662"
"1237 ","Tammaro, Mariano","$5,723 ","$4,286 ","$1,437","$5,856"
"1238 ","Renard, Lucas","$5,717 ","$5,171 ",$546,"$49,257"
"1239 ","Becroft, Isaac","$5,709 ","$4,484 ","$1,225","$10,086"
"1240 ","Ianin, Nikita","$5,683 ","$2,312 ","$3,371","$8,085"
"1241 ","Efstathiou, Menelaos","$5,669 ","$4,412 ","$1,257","$16,190"
"1242 ","Wiersholm, Henrik","$5,667 ","$4,732 ",$935,"$11,131"
"1243 ","Bertuccioli, Federico","$5,623 ","$3,137 ","$2,486","$20,297"
"1244 ","Buitrago, Nicolas","$5,608 ","$3,666 ","$1,942","$16,703"
"1245 ","Maamoun, Karim-Mohamed","$5,588 ","$4,742 ",$846,"$185,700"
"1246 ","Crowther, Corban","$5,586 ","$4,919 ",$667,"$6,876"
"1247 ","Okamura, Issei","$5,585 ","$3,835 ","$1,750","$59,670"
"1248 ","Brown, Thomas","$5,569 ","$3,304 ","$2,265","$6,043"
"1249 ","Palovic, Lukas","$5,557 ","$4,711 ",$846,"$19,100"
"1250 ","Loge, Jack","$5,554 ","$4,492 ","$1,062","$6,226"
"1251 ","Lipovsek Puches, Tomas","$5,546 ","$2,419 ","$3,127","$176,573"
"1252 ","Caldes, Jaime","$5,542 ","$4,050 ","$1,492","$8,700"
"1253 ","Nordquist, Arvid","$5,540 ","$5,444 ",$96,"$16,642"
"1254 ","Yamanaka, Taiyo","$5,528 ","$4,218 ","$1,310","$17,496"
"1255 ","Stater, Alexander","$5,525 ","$5,109 ",$416,"$5,525"
"1256 ","Jones, Adam","$5,516 ","$2,772 ","$2,744","$15,388"
"1257 ","Rajski, Maciej","$5,498 ","$4,433 ","$1,065","$66,548"
"1258 ","Salle, Fabien","$5,482 ","$4,468 ","$1,014","$6,142"
"1259 ","Iradukunda, Guy Orly","$5,450 ","$3,357 ","$2,093","$37,893"
