# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"614 ","Vanshelboim, Eric","$24,764 ","$19,237 ","$5,527","$106,030"
"615 ","Matsuda, Ryuki","$24,757 ","$16,365 ","$8,392","$57,000"
"616 ","Moeller, Marvin","$24,728 ","$23,771 ",$957,"$132,331"
"Page 14 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"617 ","Ilagan, Andre","$24,691 ","$21,475 ","$3,216","$36,121"
"618 ","Ricca, Giorgio","$24,457 ","$467 ","$23,990","$76,653"
"619 ","Ingildsen, Johannes","$24,296 ","$1,670 ","$22,626","$60,564"
"620 ","Goldhoff, George","$24,141 ","$540 ","$23,601","$54,181"
"621 ","Langmo, Christian","$24,059 ","$22,684 ","$1,375","$102,209"
"622 ","Bouquier, Arthur","$23,986 ","$20,090 ","$3,896","$77,569"
"623 ","Gombos, Norbert","$23,936 ","$23,936 ",$0,"$2,254,469"
"624 ","Erel, Yanki","$23,901 ","$20,059 ","$3,842","$100,594"
"625 ","Tiurnev, Evgenii","$23,897 ","$20,821 ","$3,076","$222,888"
"626 ","Jones, Ben","$23,871 ","$12,103 ","$11,768","$68,245"
"627 ","Oswald, Philipp","$23,840 ","$0 ","$23,840","$1,583,656"
"628 ","Puttergill, Calum","$23,717 ","$2,485 ","$21,232","$109,429"
"629 ","Hilderbrand, Trey","$23,522 ","$8,235 ","$15,287","$37,896"
"630 ","Damas, Miguel","$23,507 ","$23,038 ",$469,"$70,469"
"631 ","Haliak, Mikalai","$23,488 ","$19,919 ","$3,569","$102,514"
"632 ","Bittoun Kouzmine, Constantin","$23,379 ","$13,599 ","$9,780","$96,681"
"633 ","Jecan, Alexandru","$23,346 ","$1,524 ","$21,822","$127,623"
"634 ","Bakshi, Aleksandre","$23,200 ","$16,187 ","$7,013","$108,313"
"635 ","Nakagawa, Naoki","$23,148 ","$23,058 ",$90,"$122,167"
"636 ","Krutykh, Oleksii","$23,125 ","$16,178 ","$6,947","$308,370"
"637 ","Jin, Jeremy","$23,091 ","$22,731 ",$360,"$55,093"
"638 ","Artnak, Bor","$23,067 ","$22,385 ",$682,"$48,956"
"639 ","Lingua Lavallen, Alejo Lorenzo","$23,007 ","$19,323 ","$3,684","$71,672"
"640 ","Cid Subervi, Roberto","$22,974 ","$20,633 ","$2,341","$281,013"
"641 ","Lopez Montagud, Carlos","$22,926 ","$20,006 ","$2,920","$102,161"
"642 ","Barroso Campos, Alberto","$22,861 ","$16,454 ","$6,407","$118,269"
"643 ","Soriano Barrera, Adria","$22,839 ","$21,533 ","$1,306","$64,762"
"644 ","Cina, Federico","$22,820 ","$19,452 ","$3,368","$25,273"
"645 ","Agafonov, Egor","$22,816 ","$15,195 ","$7,621","$46,974"
"646 ","Midon, Lautaro","$22,708 ","$20,166 ","$2,542","$45,267"
"647 ","Rai, Ajeet","$22,679 ","$14,286 ","$8,393","$101,449"
"648 ","Gentzsch, Tom","$22,625 ","$20,154 ","$2,471","$48,721"
"649 ","Walkow, Szymon","$22,558 ","$0 ","$22,558","$295,116"
"650 ","Bicknell, Blaise","$22,549 ","$22,274 ",$275,"$55,298"
"651 ","De Krom, Michiel","$22,527 ","$17,025 ","$5,502","$67,074"
"652 ","Henning, Philip","$22,526 ","$20,122 ","$2,404","$31,768"
"653 ","Stevenson, David","$22,522 ","$0 ","$22,522","$25,084"
"654 ","Smith, Colton","$22,499 ","$22,231 ",$268,"$23,681"
"655 ","Serdarusic, Nino","$22,390 ","$18,850 ","$3,540","$519,893"
"656 ","Sandgren, Tennys","$22,360 ","$20,890 ","$1,470","$3,580,928"
"657 ","Bar Biryukov, Petr","$22,280 ","$19,735 ","$2,545","$40,323"
"658 ","Boscardin Dias, Pedro","$22,274 ","$18,507 ","$3,767","$98,606"
"659 ","Reymond, Arthur","$22,258 ","$13,987 ","$8,271","$91,920"
"660 ","Mo, Ye Cong","$22,239 ","$14,147 ","$8,092","$60,771"
"Page 15 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"661 ","Barton, Hynek","$22,204 ","$19,317 ","$2,887","$49,946"
"662 ","Marmousez, Lilian","$22,091 ","$20,536 ","$1,555","$51,737"
"663 ","Singh, Karan","$21,845 ","$17,585 ","$4,260","$39,988"
"664 ","Pennaforti, Gabriele","$21,782 ","$21,782 ",$0,"$44,602"
"665 ","Ivashka, Ilya","$21,779 ","$21,779 ",$0,"$3,337,293"
"666 ","Ouakaa, Aziz","$21,693 ","$13,798 ","$7,895","$89,196"
"667 ","Domingues, Joao","$21,631 ","$16,739 ","$4,892","$542,611"
"668 ","Bertran, Peter","$21,609 ","$17,770 ","$3,839","$67,893"
"669 ","Paulson, Andrew","$21,390 ","$17,168 ","$4,222","$136,746"
"670 ","Chung, Yun seong","$21,326 ","$10,266 ","$11,060","$242,337"
"671 ","Piraino, Gabriele","$21,313 ","$20,105 ","$1,208","$64,739"
"672 ","Compagnucci, Tommaso","$21,291 ","$17,661 ","$3,630","$56,890"
"673 ","Milev, Yanaki","$21,238 ","$16,050 ","$5,188","$51,753"
"674 ","Sanchez Quilez, Alejo","$21,235 ","$16,678 ","$4,557","$30,647"
"675 ","Pavel, Bogdan","$21,138 ","$8,955 ","$12,183","$37,814"
"676 ","Bondioli, Federico","$21,003 ","$15,403 ","$5,600","$31,337"
"677 ","Serafini, Marcello","$20,991 ","$18,204 ","$2,787","$72,246"
"678 ","Duran, Guillermo","$20,967 ","$0 ","$20,967","$676,947"
"679 ","Isomura, Kokoro","$20,925 ","$18,723 ","$2,202","$42,915"
"680 ","Nanda, Govind","$20,910 ","$19,127 ","$1,783","$164,623"
"681 ","Kirchheimer, Strong","$20,893 ","$18,091 ","$2,802","$119,893"
"682 ","Sigouin, Benjamin","$20,802 ","$0 ","$20,802","$87,861"
"683 ","Bayldon, Blake","$20,788 ","$1,500 ","$19,288","$33,477"
"684 ","Farjat, Tomas","$20,782 ","$16,365 ","$4,417","$70,037"
"685 ","Saraiva Dos Santos, Paulo Andre","$20,694 ","$9,072 ","$11,622","$40,791"
"686 ","Orlov, Vladyslav","$20,622 ","$11,473 ","$9,149","$165,750"
"687 ","Krumich, Martin","$20,606 ","$19,810 ",$796,"$73,043"
"688 ","Dzhavakian, Yurii","$20,581 ","$17,390 ","$3,191","$67,502"
"689 ","Benchetrit, Elliot","$20,433 ","$17,919 ","$2,514","$587,274"
"690 ","Visker, Niels","$20,425 ","$15,446 ","$4,979","$40,854"
"691 ","Gerch, Lucas","$20,339 ","$17,642 ","$2,697","$123,708"
"692 ","Watanabe, Seita","$20,331 ","$5,120 ","$15,211","$55,601"
"693 ","Sabanov, Ivan","$20,327 ","$190 ","$20,137","$257,598"
"694 ","Kumar, Omni","$20,308 ","$20,308 ",$0,"$104,873"
"695 ","Kingsley, Cannon","$20,274 ","$14,443 ","$5,831","$91,452"
"696 ","Safwat, Mohamed","$20,003 ","$18,174 ","$1,829","$902,703"
"697 ","Paz, Juan Pablo","$19,977 ","$13,986 ","$5,991","$203,207"
"698 ","Romano, Filippo","$19,962 ","$9,378 ","$10,584","$27,824"
"699 ","Huang, Tsung-Hao","$19,909 ","$13,341 ","$6,568","$66,887"
"700 ","Gautier, Alexis","$19,896 ","$19,536 ",$360,"$105,350"
"701 ","Donskoy, Evgeny","$19,857 ","$18,512 ","$1,345","$3,426,092"
"702 ","Pereira, Jose","$19,723 ","$17,738 ","$1,985","$218,660"
"703 ","Celikbilek, Altug","$19,594 ","$18,036 ","$1,558","$512,366"
"704 ","Sheehy, Joshua","$19,542 ","$9,305 ","$10,237","$45,548"
"Page 16 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"705 ","Tomescu, Dan Alexandru","$19,490 ","$16,342 ","$3,148","$71,258"
"706 ","Palan, Dominik","$19,487 ","$18,686 ",$801,"$106,358"
"707 ","Aboian, Leonardo","$19,474 ","$11,737 ","$7,737","$80,396"
"708 ","Takahashi, Yusuke","$19,433 ","$18,683 ",$750,"$179,145"
"709 ","Wiskandt, Max","$19,411 ","$16,748 ","$2,663","$34,557"
"710 ","Gulin, Svyatoslav","$19,250 ","$14,629 ","$4,621","$50,713"
"711 ","Imai, Shintaro","$19,232 ","$17,057 ","$2,175","$153,682"
"712 ","Kellovsky, Dominik","$19,178 ","$14,179 ","$4,999","$87,666"
"713 ","Sabanov, Matej","$19,160 ","$0 ","$19,160","$311,738"
"714 ","Ayeni, Alafia","$19,135 ","$17,440 ","$1,695","$88,667"
"715 ","Strombachs, Robert","$19,129 ","$16,994 ","$2,135","$109,167"
"716 ","Rosenkranz, Mats","$19,105 ","$17,511 ","$1,594","$139,806"
"717 ","Bradshaw, Jacob","$19,078 ","$18,112 ",$966,"$36,310"
"718 ","Glinka, Daniil","$19,062 ","$18,012 ","$1,050","$61,059"
"719 ","Bax, Florent","$19,061 ","$15,213 ","$3,848","$55,338"
"720 ","Shin, Woobin","$19,047 ","$11,781 ","$7,266","$34,723"
"721 ","Lock, Courtney John","$19,033 ","$2,096 ","$16,937","$58,801"
"722 ","Wendelken, Harry","$19,027 ","$12,910 ","$6,117","$82,039"
"723 ","Pecci, Alessandro","$18,629 ","$17,811 ",$818,"$30,444"
"724 ","Lavagno, Edoardo","$18,628 ","$17,563 ","$1,065","$139,420"
"725 ","Braswell, Micah","$18,620 ","$17,270 ","$1,350","$26,958"
"726 ","Djuric, Branko","$18,592 ","$15,911 ","$2,681","$23,489"
"727 ","Hudd, Emile","$18,587 ","$12,677 ","$5,910","$30,944"
"728 ","Vocel, Matej","$18,541 ","$2,536 ","$16,005","$59,722"
"729 ","Reese, Hunter","$18,365 ","$655 ","$17,710","$289,208"
"730 ","Schiessl, Joao Eduardo","$18,338 ","$14,970 ","$3,368","$31,655"
"731 ","Myneni, Saketh","$18,322 ","$0 ","$18,322","$532,871"
"732 ","Popovic, Stefan","$18,287 ","$16,020 ","$2,267","$47,635"
"733 ","Schachter, Noah","$18,278 ","$10,127 ","$8,151","$39,373"
"734 ","Chappell, Nick","$18,254 ","$15,143 ","$3,111","$199,362"
"735 ","Handel, Tim","$18,157 ","$14,831 ","$3,326","$72,092"
"736 ","Yuzuki, Takeru","$18,122 ","$1,090 ","$17,032","$32,844"
"737 ","Baadi, Taha","$18,025 ","$15,570 ","$2,455","$40,740"
"738 ","Oliel, Yshai","$17,957 ","$16,436 ","$1,521","$141,314"
"739 ","Rybakov, Alex","$17,915 ","$13,521 ","$4,394","$179,058"
"740 ","Neff, Adam","$17,829 ","$16,944 ",$885,"$30,114"
"741 ","Donski, Alexander","$17,757 ","$6,586 ","$11,171","$135,369"
"742 ","Rubio Fierros, Alan Fernando","$17,725 ","$14,838 ","$2,887","$41,714"
"743 ","Isaro, Pruchya","$17,696 ","$680 ","$17,016","$78,447"
"744 ","Ribeiro, Eduardo","$17,663 ","$13,558 ","$4,105","$99,898"
"745 ","Kivattsev, Kirill","$17,657 ","$16,692 ",$965,"$94,400"
"746 ","Bouzige, Moerani","$17,599 ","$15,227 ","$2,372","$52,424"
"747 ","Wehnelt, Kai","$17,464 ","$7,590 ","$9,874","$127,245"
"748 ","McCormick, Tristan","$17,462 ","$13,946 ","$3,516","$42,799"
"Page 17 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"749 ","Nikles, Johan","$17,430 ","$13,419 ","$4,011","$151,709"
"750 ","Cervantes, Inigo","$17,392 ","$1,002 ","$16,390","$1,134,199"
"751 ","Iannaccone, Federico","$17,325 ","$16,393 ",$932,"$72,492"
"752 ","Duncan, Scott","$17,264 ","$0 ","$17,264","$55,408"
"753 ","Kiger, Mac","$17,253 ","$0 ","$17,253","$38,472"
"754 ","Dev, S D Prajwal","$17,226 ","$10,581 ","$6,645","$68,904"
"755 ","Justo, Guido Ivan","$17,170 ","$16,746 ",$424,"$55,522"
"756 ","Trongcharoenchaikul, Wishaya","$17,122 ","$14,698 ","$2,424","$113,853"
"757 ","Gadamauri, Buvaysar","$17,067 ","$13,992 ","$3,075","$55,902"
"758 ","Bilardo, Jacopo","$17,059 ","$4,122 ","$12,937","$20,504"
"759 ","Leong, Mitsuki Wei Kang","$17,003 ","$14,689 ","$2,314","$29,175"
"760 ","Harper, Cleeve","$16,968 ","$4,220 ","$12,748","$31,723"
"761 ","Lomakin, Grigoriy","$16,861 ","$9,060 ","$7,801","$111,111"
"762 ","Corwin, Felix","$16,860 ","$12,666 ","$4,194","$86,079"
"763 ","Sinclair, Colin","$16,721 ","$10,212 ","$6,509","$127,119"
"764 ","Gavrielides, Liam","$16,703 ","$14,428 ","$2,275","$33,626"
"765 ","Britto, Luis","$16,692 ","$1,791 ","$14,901","$42,459"
"766 ","Rocha, Francisco","$16,673 ","$13,070 ","$3,603","$30,806"
"767 ","Shin, Sanhui","$16,620 ","$12,456 ","$4,164","$49,904"
"768 ","Oetzbach, Adrian","$16,615 ","$14,263 ","$2,352","$49,931"
"769 ","Dostanic, Stefan","$16,592 ","$16,592 ",$0,"$34,838"
"770 ","Tang, Sheng","$16,531 ","$7,532 ","$8,999","$30,419"
"771 ","De Schepper, Kenny","$16,462 ","$14,609 ","$1,853","$1,703,884"
"772 ","Guerrieri, Andrea","$16,432 ","$15,648 ",$784,"$64,925"
"773 ","Pieczkowski, Olaf","$16,406 ","$15,190 ","$1,216","$40,684"
"774 ","Lawson, Alex","$16,397 ","$210 ","$16,187","$198,653"
"775 ","Smith, Keegan","$16,371 ","$12,695 ","$3,676","$112,479"
"776 ","Bouquet, Lucas","$16,352 ","$13,006 ","$3,346","$50,689"
"777 ","Delaney, Jesse","$16,297 ","$8,473 ","$7,824","$35,828"
"778 ","Beauge, Maxence","$16,218 ","$12,107 ","$4,111","$61,897"
"779 ","Colson, Tibo","$16,197 ","$13,100 ","$3,097","$53,370"
"780 ","Alcantara, Francis Casey","$16,165 ","$0 ","$16,165","$70,628"
"781 ","Kimhi, Orel","$16,088 ","$14,486 ","$1,602","$42,006"
"782 ","Vasa, Eero","$16,008 ","$11,706 ","$4,302","$54,084"
"783 ","Basic, Mirza","$15,989 ","$13,916 ","$2,073","$1,269,783"
"784 ","Montes-De La Torre, Inaki","$15,976 ","$12,592 ","$3,384","$50,407"
"785 ","Juszczak, Pawel","$15,943 ","$14,585 ","$1,358","$114,048"
"786 ","Beckley, Alec","$15,939 ","$11,731 ","$4,208","$45,328"
"787 ","Vylegzhanin, Nikolay","$15,901 ","$14,878 ","$1,023","$37,464"
"788 ","Stewart, Hamish","$15,878 ","$12,231 ","$3,647","$33,071"
"789 ","Zink, Tyler","$15,877 ","$12,710 ","$3,167","$60,829"
"790 ","Demin, Yaroslav","$15,850 ","$14,693 ","$1,157","$25,611"
"791 ","Johns, Garrett","$15,832 ","$13,868 ","$1,964","$50,740"
"792 ","Catini, Niccolo","$15,830 ","$10,507 ","$5,323","$31,199"
"Page 18 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"793 ","Adams, Harrison","$15,818 ","$13,188 ","$2,630","$60,965"
"794 ","Kumasaka, Takuya","$15,816 ","$15,192 ",$624,"$33,973"
"795 ","Weber, Arthur","$15,812 ","$14,633 ","$1,179","$71,795"
"796 ","Maloney, Patrick","$15,720 ","$14,434 ","$1,286","$24,556"
"797 ","Heinonen, Adam","$15,715 ","$7,934 ","$7,781","$23,689"
"798 ","Ferrari, Gianmarco","$15,571 ","$14,167 ","$1,404","$104,870"
"799 ","Demanet, Emilien","$15,551 ","$13,433 ","$2,118","$16,019"
"800 ","Huertas del Pino, Conner","$15,477 ","$4,889 ","$10,588","$93,687"
"801 ","Carou, Ignacio","$15,426 ","$4,938 ","$10,488","$82,449"
"802 ","Gonzalez Fernandez, Mario","$15,365 ","$14,151 ","$1,214","$37,490"
"803 ","Ghibaudo, Antoine","$15,295 ","$13,997 ","$1,298","$45,876"
"804 ","Fomin, Sergey","$15,274 ","$13,145 ","$2,129","$91,123"
"805 ","Gimenez, Igor","$15,110 ","$12,256 ","$2,854","$41,485"
"806 ","Lopez Morillo, Imanol","$15,077 ","$12,102 ","$2,975","$80,215"
"807 ","Jones, Maximus","$15,029 ","$9,697 ","$5,332","$43,523"
"808 ","Palosi, Stefan","$15,007 ","$13,993 ","$1,014","$59,862"
"809 ","Ejupovic, Elmar","$14,987 ","$14,105 ",$882,"$156,006"
"810 ","Rottoli, Lorenzo","$14,939 ","$9,566 ","$5,373","$61,878"
"811 ","La Serna, Juan Manuel","$14,917 ","$10,171 ","$4,746","$28,352"
"812 ","Slump, Stijn","$14,840 ","$14,410 ",$430,"$22,410"
"813 ","Ponwith, Nathan","$14,838 ","$10,832 ","$4,006","$73,900"
"814 ","Gima, Sebastian","$14,790 ","$13,941 ",$849,"$64,034"
"815 ","Sousa, Joao","$14,773 ","$13,069 ","$1,704","$8,340,548"
"816 ","Beaupain, Simon","$14,738 ","$10,437 ","$4,301","$63,919"
"817 ","Filin, Nikita Samuel","$14,707 ","$1,300 ","$13,407","$15,237"
"818 ","Bielinskyi, Viacheslav","$14,702 ","$12,832 ","$1,870","$45,690"
"819 ","Snitari, Ilya","$14,655 ","$11,472 ","$3,183","$55,069"
"820 ","Stevenson, Kelsey","$14,618 ","$980 ","$13,638","$111,712"
"821 ","Hulme, Matt","$14,582 ","$9,285 ","$5,297","$22,135"
"822 ","Barreto Sanchez, Diego Augusto","$14,553 ","$11,059 ","$3,494","$49,725"
"823 ","Taguchi, Ryotaro","$14,419 ","$11,198 ","$3,221","$23,991"
"824 ","Banthia, Siddhant","$14,275 ","$4,417 ","$9,858","$35,510"
"825 ","Perfetti, Noah","$14,228 ","$9,019 ","$5,209","$16,936"
"826 ","Saitoh, Keisuke","$14,205 ","$11,142 ","$3,063","$41,948"
"827 ","Radulov, Iliyan","$14,189 ","$13,326 ",$863,"$20,257"
"828 ","Ilkel, Cem","$14,112 ","$13,161 ",$951,"$744,574"
"829 ","Knaff, Alex","$14,089 ","$11,059 ","$3,030","$60,712"
"830 ","Tammaro, Mariano","$14,034 ","$11,240 ","$2,794","$19,891"
"831 ","Pearson, Kody","$14,030 ","$5,021 ","$9,009","$42,532"
"832 ","Razeghi, Alexander","$14,007 ","$988 ","$13,019","$15,699"
"833 ","Rodriguez, Johan Alexander","$13,960 ","$9,992 ","$3,968","$33,112"
"834 ","Schell, Niklas","$13,941 ","$7,751 ","$6,190","$67,644"
"835 ","Dussin, Louis","$13,910 ","$11,468 ","$2,442","$41,493"
"836 ","Copil, Marius","$13,895 ","$11,466 ","$2,429","$2,735,261"
"Page 19 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"837 ","McLachlan, Ben","$13,833 ","$0 ","$13,833","$1,492,230"
"838T ","Merino, Alexander","$13,824 ","$0 ","$13,824","$74,857"
"838T ","Vankan, Marlon","$13,824 ","$10,362 ","$3,462","$41,630"
"840 ","Perez Contri, Sergi","$13,809 ","$11,133 ","$2,676","$71,011"
"841 ","Kalyanpur, Adil","$13,768 ","$7,526 ","$6,242","$41,660"
"842 ","Fernandez Flores, Diego","$13,767 ","$11,765 ","$2,002","$47,036"
"843 ","Heller, Peter","$13,720 ","$11,378 ","$2,342","$176,143"
"844 ","Peliwo, Filip","$13,702 ","$11,953 ","$1,749","$397,120"
"845 ","Reynolds, Finn","$13,682 ","$670 ","$13,012","$32,049"
"846 ","Bailly, Gilles Arnaud","$13,659 ","$13,569 ",$90,"$48,652"
"847 ","Garcian, Axel","$13,576 ","$8,974 ","$4,602","$37,243"
"848 ","Martin, Andrej","$13,557 ","$13,301 ",$256,"$1,598,111"
"849 ","Fajta, Peter","$13,556 ","$13,460 ",$96,"$52,899"
"850 ","Martinez, Alex","$13,464 ","$12,045 ","$1,419","$33,662"
"851 ","Shiraishi, Hikaru","$13,458 ","$12,508 ",$950,"$32,396"
"852 ","Aguilar, Juan Carlos","$13,410 ","$7,619 ","$5,791","$58,387"
"853 ","Obradovic, Dusan","$13,408 ","$11,487 ","$1,921","$35,735"
"854 ","Budkov Kjaer, Nicolai","$13,351 ","$13,261 ",$90,"$13,351"
"855 ","Ribero, Franco","$13,341 ","$9,248 ","$4,093","$23,072"
"856 ","Harper, Patrick","$13,339 ","$0 ","$13,339","$18,551"
"857 ","Buldorini, Peter","$13,302 ","$11,969 ","$1,333","$21,270"
"858 ","Malige, Mae","$13,288 ","$12,740 ",$548,"$16,858"
"859 ","Poljak, David","$13,225 ","$6,064 ","$7,161","$141,954"
"860 ","Binda, Alexandr","$13,194 ","$10,586 ","$2,608","$32,838"
"861 ","Furness, Evan","$13,112 ","$11,311 ","$1,801","$281,131"
"862 ","Blanch, Dali","$13,106 ","$10,762 ","$2,344","$48,096"
"863 ","Virgili, Augusto","$13,053 ","$0 ","$13,053","$30,811"
"864 ","Rivet, Maxence","$13,043 ","$10,211 ","$2,832","$21,424"
"865 ","Lanik, Tomas","$13,035 ","$4,713 ","$8,322","$25,448"
"866 ","Broska, Florian","$13,023 ","$10,270 ","$2,753","$31,156"
"867 ","Hamza Reguig, Samir","$13,000 ","$10,098 ","$2,902","$29,845"
"868 ","Marrero Curbelo, Ivan","$12,994 ","$8,250 ","$4,744","$36,163"
"869 ","Barreiros Reyes, Mateo","$12,990 ","$9,958 ","$3,032","$30,465"
"870T ","Manafov, Vladyslav","$12,953 ","$0 ","$12,953","$227,016"
"870T ","Rodriguez, Lorenzo Joaquin","$12,953 ","$10,128 ","$2,825","$43,519"
"872 ","Pawelski, Martyn","$12,942 ","$11,699 ","$1,243","$35,810"
"873 ","Elsayed, Amr","$12,904 ","$10,395 ","$2,509","$46,199"
"874 ","Whiting, Tennyson","$12,889 ","$420 ","$12,469","$27,863"
"875 ","Sperle, John","$12,872 ","$9,942 ","$2,930","$26,262"
"876 ","Vilicich, Bautista","$12,859 ","$11,233 ","$1,626","$20,096"
"877 ","Hoang, Antoine","$12,797 ","$10,665 ","$2,132","$1,122,522"
"878 ","Estevez, Juan","$12,737 ","$10,897 ","$1,840","$18,024"
"879 ","Chanta, Thanapet","$12,722 ","$11,682 ","$1,040","$27,144"
"880 ","Shah, Aryan","$12,683 ","$10,458 ","$2,225","$15,199"
"Page 20 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"881 ","Andaloro, Fabrizio","$12,668 ","$10,553 ","$2,115","$33,418"
"882 ","Leite, Wilson","$12,652 ","$11,667 ",$985,"$195,571"
"883 ","Tkemaladze, Zura","$12,616 ","$10,481 ","$2,135","$79,138"
"884 ","Neuchrist, Maximilian","$12,539 ","$10,182 ","$2,357","$375,316"
"885 ","Zhu, Evan","$12,507 ","$10,094 ","$2,413","$136,435"
"886 ","Zanellato, Nicolas","$12,487 ","$10,768 ","$1,719","$46,801"
"887 ","Charlton, Joshua","$12,454 ","$4,501 ","$7,953","$19,903"
"888 ","Ogura, Kosuke","$12,296 ","$8,875 ","$3,421","$38,007"
"889 ","Sorger, Sebastian","$12,277 ","$12,063 ",$214,"$30,953"
"890 ","Vithoontien, Leo","$12,258 ","$8,874 ","$3,384","$20,382"
"891 ","Mochizuki, Yuki","$12,245 ","$10,090 ","$2,155","$82,735"
"892 ","Carboni, Lorenzo","$12,226 ","$10,296 ","$1,930","$24,927"
"893 ","Margaroli, Luca","$12,192 ","$205 ","$11,987","$228,349"
"894 ","Massard, Loann","$12,121 ","$8,107 ","$4,014","$21,724"
"895 ","Papamalamis, Theo","$12,119 ","$10,684 ","$1,435","$14,645"
"896 ","Pieczonka, Filip","$12,091 ","$5,909 ","$6,182","$15,441"
"897 ","Loge, Jack","$12,054 ","$9,507 ","$2,547","$18,280"
"898 ","Javia, Dev","$12,053 ","$9,648 ","$2,405","$20,724"
"899 ","Uzhylovskyi, Volodoymyr","$12,034 ","$840 ","$11,194","$129,286"
"900 ","Ruehl, Tim","$12,031 ","$4,293 ","$7,738","$20,603"
"901 ","Agostini, Simone","$12,017 ","$5,220 ","$6,797","$18,956"
"902 ","Echeverria, John","$12,015 ","$9,385 ","$2,630","$56,161"
"903 ","Steiner, Maik","$11,961 ","$9,801 ","$2,160","$32,436"
"904 ","Urrea, Andres","$11,926 ","$2,450 ","$9,476","$30,586"
"905 ","Barnat, Jiri","$11,915 ","$4,082 ","$7,833","$50,174"
"906 ","Omarkhanov, Amir","$11,813 ","$11,653 ",$160,"$11,813"
"907 ","Svajda, Trevor","$11,773 ","$11,383 ",$390,"$35,793"
"908 ","Lumsden, Ewen","$11,769 ","$8,294 ","$3,475","$16,389"
"909T ","Loof, Thijmen","$11,768 ","$5,589 ","$6,179","$20,368"
"909T ","Manzanera Pertusa, Alejandro","$11,768 ","$9,752 ","$2,016","$37,031"
"911 ","Clark, Ezekiel","$11,738 ","$9,375 ","$2,363","$85,870"
"912 ","Melzer, Gerald","$11,722 ","$9,849 ","$1,873","$990,350"
"913 ","Suresh, Dhakshineswar","$11,704 ","$5,037 ","$6,667","$16,912"
"914 ","Castagnola, Luca","$11,645 ","$10,313 ","$1,332","$33,308"
"915 ","Cesar Porras, Julio","$11,643 ","$10,917 ",$726,"$24,201"
"916 ","Papoe, Radu Mihai","$11,622 ","$10,564 ","$1,058","$32,656"
"917 ","Cornut-Chauvinc, Antoine","$11,608 ","$11,177 ",$431,"$93,473"
"918 ","Vandecasteele, Quinn","$11,595 ","$10,550 ","$1,045","$46,118"
"919 ","Ly, Nam Hoang","$11,562 ","$11,258 ",$304,"$131,002"
"920 ","Kaukovalta, Patrick","$11,553 ","$8,282 ","$3,271","$28,397"
"921 ","Ochi, Makoto","$11,551 ","$9,317 ","$2,234","$137,349"
"922 ","Madarasz, Gergely","$11,539 ","$9,281 ","$2,258","$60,399"
"923 ","Roveri Sidney, Gabriel","$11,530 ","$2,219 ","$9,311","$38,170"
"924 ","Monzon, Ignacio","$11,516 ","$8,452 ","$3,064","$94,668"
"Page 21 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"925 ","Hernandez, Alex","$11,511 ","$9,941 ","$1,570","$94,203"
"926 ","Bertimon, Maxence","$11,502 ","$9,217 ","$2,285","$16,434"
"927 ","Pujol Navarro, Bruno","$11,486 ","$2,141 ","$9,345","$43,573"
"928 ","Miyoshi, Kenta","$11,480 ","$9,672 ","$1,808","$16,929"
