# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,ATP Prize Money Leaders (US$),,,
"947 ","Khan, Zane","$7,681 ","$7,681 ",$0,"$7,681"
"948 ","Tsivadze, George","$7,661 ","$4,596 ","$3,065","$41,083"
"949 ","Agabigun, Sarp","$7,622 ","$4,248 ","$3,374","$47,535"
"950 ","Capecchi, Daniele","$7,599 ","$6,331 ","$1,268","$31,609"
"951 ","Kiyamov, Timur","$7,570 ","$4,218 ","$3,352","$35,033"
"952 ","De Schepper, Joffrey","$7,562 ","$4,418 ","$3,144","$32,632"
"953 ","Roncalli, Simone","$7,537 ","$7,021 ",$516,"$31,800"
"954 ","Wu, Hao","$7,480 ","$3,392 ","$4,088","$19,446"
"955 ","Yeung, Pak Long","$7,476 ","$4,106 ","$3,370","$20,475"
"956 ","Barroso Campos, Alberto","$7,472 ","$4,060 ","$3,412","$18,060"
"957 ","Comesana, Francisco","$7,469 ","$5,414 ","$2,055","$12,447"
"958 ","Merino, Alexander","$7,462 ","$260 ","$7,202","$30,186"
"959 ","Dima, Dragos","$7,445 ","$6,526 ",$919,"$92,005"
"960 ","Falcao, Goncalo","$7,374 ","$2,911 ","$4,463","$50,689"
"961 ","Moreno De Alboran, Nicolas","$7,366 ","$5,889 ","$1,477","$9,193"
"962 ","Chandrasekar, Anirudh","$7,293 ","$3,628 ","$3,665","$18,812"
"963 ","Peya, Alexander","$7,290 ","$0 ","$7,290","$4,428,635"
"964 ","Di Nicola, Gianluca","$7,278 ","$6,311 ",$967,"$40,602"
"965 ","Souza, Joao","$7,255 ","$6,445 ",$810,"$1,353,396"
"966 ","Green, Cameron","$7,197 ","$4,550 ","$2,647","$12,128"
"967 ","Tessa, Louis","$7,182 ","$5,303 ","$1,879","$26,736"
"968 ","Nishiwaki, Kazuki","$7,137 ","$5,915 ","$1,222","$16,074"
"Page 22 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"969 ","Ouakaa, Aziz","$7,135 ","$5,445 ","$1,690","$20,691"
"970 ","Miceli, Marco","$7,126 ","$6,372 ",$754,"$20,834"
"971 ","Prevosto, Luca","$7,124 ","$5,586 ","$1,538","$20,355"
"972 ","Paroulek, Tadeas","$7,108 ","$5,387 ","$1,721","$24,514"
"973 ","Echargui, Moez","$7,107 ","$4,492 ","$2,615","$52,019"
"974 ","Ingarao, Alessandro","$7,081 ","$5,565 ","$1,516","$9,959"
"975 ","Rai, Ajeet","$7,073 ","$4,779 ","$2,294","$15,928"
"976 ","Feitt, Franco","$7,050 ","$3,024 ","$4,026","$31,871"
"977 ","Mora, Maxime","$7,035 ","$5,463 ","$1,572","$24,770"
"978 ","Gromley, Cole","$7,000 ","$7,000 ",$0,"$7,000"
"979 ","Lebedev, Alexander","$6,990 ","$6,288 ",$702,"$10,390"
"980 ","Draganja, Tomislav","$6,975 ","$0 ","$6,975","$58,407"
"981 ","Roglan, Albert","$6,969 ","$4,817 ","$2,152","$14,331"
"982 ","Trinker, Jonas","$6,939 ","$5,895 ","$1,044","$17,578"
"983 ","Kilani, Majed","$6,936 ","$4,187 ","$2,749","$14,592"
"984 ","Tashbulatov, Dostanbek","$6,911 ","$5,809 ","$1,102","$9,817"
"985 ","Jirousek, Tomas","$6,846 ","$6,372 ",$474,"$12,328"
"986 ","Martinez, Mateo Nicolas","$6,831 ","$5,244 ","$1,587","$79,041"
"987 ","Korovin, Mikhail","$6,801 ","$3,684 ","$3,117","$32,977"
"988 ","Negritu, Christoph","$6,791 ","$4,102 ","$2,689","$50,809"
"989 ","Folliot, Quentin","$6,790 ","$4,794 ","$1,996","$16,323"
"990 ","Kalyanpur, Adil","$6,787 ","$4,305 ","$2,482","$15,096"
"991 ","Hossam, Youssef","$6,776 ","$6,626 ",$150,"$56,915"
"992 ","Tearney, Finn","$6,758 ","$6,016 ",$742,"$71,184"
"993T ","Celebic, Ljubomir","$6,757 ","$5,074 ","$1,683","$49,075"
"993T ","Jorda Sanchis, David","$6,757 ","$4,272 ","$2,485","$29,970"
"995 ","Hansson, Gustav","$6,733 ","$5,946 ",$787,"$21,712"
"996 ","Khotkov, Oleg","$6,654 ","$4,742 ","$1,912","$34,570"
"997 ","Kirkov, Vasil","$6,639 ","$4,580 ","$2,059","$36,774"
"998 ","Zhukayev, Beibit","$6,604 ","$5,450 ","$1,154","$9,738"
"999 ","Bushamuka, William","$6,602 ","$4,506 ","$2,096","$18,639"
"1000 ","Onclin, Gauthier","$6,588 ","$5,292 ","$1,296","$6,744"
"1001 ","Nakagawa, Naoki","$6,572 ","$5,947 ",$625,"$37,200"
"1002 ","Krainik, Pavel","$6,562 ","$5,808 ",$754,"$75,870"
"1003 ","Saito, Takashi","$6,531 ","$6,131 ",$400,"$37,462"
"1004 ","Borsos, Gabor","$6,503 ","$2,525 ","$3,978","$55,235"
"1005 ","Hazawa, Shinji","$6,501 ","$4,462 ","$2,039","$13,371"
"1006 ","Liu, Hanyi","$6,486 ","$4,624 ","$1,862","$9,476"
"1007 ","Rochette, Laurent","$6,459 ","$5,959 ",$500,"$197,371"
"1008 ","Pontjodikromo, Sidane","$6,423 ","$4,008 ","$2,415","$14,167"
"1009 ","Noce, Gabriele Maria","$6,418 ","$4,972 ","$1,446","$9,508"
"1010 ","Tomescu, Dan Alexandru","$6,399 ","$4,765 ","$1,634","$13,418"
"1011 ","Tverijonas, Julius","$6,369 ","$5,039 ","$1,330","$13,811"
"1012 ","Chekhov, Anton","$6,350 ","$2,470 ","$3,880","$18,865"
"Page 23 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1013 ","Guerrieri, Andrea","$6,347 ","$5,927 ",$420,"$22,764"
"1014 ","Blanchet, Ugo","$6,341 ","$4,655 ","$1,686","$10,437"
"1015 ","Elgin, Mikhail","$6,340 ","$1,210 ","$5,130","$871,116"
"1016 ","Goldsteiner, Peter","$6,314 ","$4,874 ","$1,440","$45,782"
"1017 ","Guttau, Niklas","$6,297 ","$4,827 ","$1,470","$10,891"
"1018 ","Katic, Dejan","$6,292 ","$5,592 ",$700,"$69,749"
"1019 ","Saidkarimov, Saida'Lo","$6,278 ","$4,660 ","$1,618","$22,863"
"1020 ","Martinez, Mirko","$6,264 ","$4,178 ","$2,086","$20,435"
"1021 ","Bodmer, Adrian","$6,232 ","$4,119 ","$2,113","$47,425"
"1022 ","Pavlioutchenkov, Alexander","$6,207 ","$1,664 ","$4,543","$54,512"
"1023 ","Erel, Yanki","$6,204 ","$4,365 ","$1,839","$8,393"
"1024 ","Addison, Aaron","$6,195 ","$4,342 ","$1,853","$26,917"
"1025 ","Korolev, Vladimir","$6,192 ","$3,876 ","$2,316","$21,516"
"1026 ","Dunbar, Jacob","$6,190 ","$4,610 ","$1,580","$17,173"
"1027 ","Tirante, Thiago Agustin","$6,188 ","$5,141 ","$1,047","$9,482"
"1028 ","Alcaraz Ivorra, Albert","$6,156 ","$5,922 ",$234,"$61,331"
"1029 ","Sibanda, Mehluli Don Ayanda","$6,148 ","$4,746 ","$1,402","$9,904"
"1030 ","Wang, Chuhan","$6,116 ","$4,482 ","$1,634","$121,319"
"1031 ","Donev, Gabriel","$6,111 ","$4,851 ","$1,260","$19,025"
"1032 ","Ivanov, Simon Anthony","$6,109 ","$4,390 ","$1,719","$6,213"
"1033 ","Kekez, Duje","$6,107 ","$5,315 ",$792,"$65,947"
"1034 ","Faivre, Pierre","$6,097 ","$3,486 ","$2,611","$21,402"
"1035 ","Jebens, Hendrik","$6,083 ","$3,604 ","$2,479","$8,335"
"1036 ","Egea, Franco Emanuel","$6,010 ","$4,330 ","$1,680","$44,965"
"1037 ","Guenther, Valentin","$6,005 ","$4,442 ","$1,563","$15,964"
"1038 ","Rikl, Patrik","$6,004 ","$5,896 ",$108,"$33,824"
"1039 ","Blumenberg, Alex","$6,002 ","$4,091 ","$1,911","$33,996"
"1040 ","Gelhardt, Luca","$5,976 ","$2,844 ","$3,132","$17,751"
"1041 ","Brown, Alexander","$5,970 ","$4,618 ","$1,352","$11,981"
"1042 ","Seifert, Stefan","$5,968 ","$4,618 ","$1,350","$96,871"
"1043 ","Prechtel, Sebastian","$5,963 ","$4,757 ","$1,206","$24,153"
"1044 ","Vernier, Michel","$5,960 ","$4,768 ","$1,192","$27,777"
"1045 ","Marcondes, Igor","$5,959 ","$2,610 ","$3,349","$23,446"
"1046 ","Den Heijer, Guy","$5,955 ","$4,476 ","$1,479","$20,977"
"1047 ","Beran, Martin","$5,931 ","$4,186 ","$1,745","$24,314"
"1048 ","Kawachi, Kazuma","$5,904 ","$3,792 ","$2,112","$23,971"
"1049 ","Altuna, Tuna","$5,900 ","$0 ","$5,900","$93,399"
"1050 ","Pietri, Benjamin","$5,896 ","$4,720 ","$1,176","$21,195"
"1051 ","Alvarez Varona, Nicolas","$5,887 ","$5,419 ",$468,"$15,119"
"1052 ","Zheng, Wei Qiang","$5,876 ","$4,318 ","$1,558","$27,966"
"1053 ","Minin, Matvey","$5,871 ","$5,127 ",$744,"$14,105"
"1054 ","Roberts, Justin","$5,863 ","$4,660 ","$1,203","$12,645"
"1055T ","Haliak, Mikalai","$5,853 ","$4,329 ","$1,524","$25,369"
"1055T ","Madarasz, Gergely","$5,853 ","$4,296 ","$1,557","$15,095"
"Page 24 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1057 ","Frinzi, Mattia","$5,847 ","$3,584 ","$2,263","$12,209"
"1058 ","Petrenko, Anatoliy","$5,834 ","$2,886 ","$2,948","$11,530"
"1059 ","Tan, Li-Wei","$5,832 ","$4,840 ",$992,"$14,001"
"1060 ","Paz, Juan Pablo","$5,831 ","$3,995 ","$1,836","$101,056"
"1061 ","Millot, Vincent","$5,830 ","$5,830 ",$0,"$948,035"
"1062 ","Battaglino, Stefano","$5,816 ","$4,364 ","$1,452","$9,650"
"1063 ","Arnaboldi, Federico","$5,815 ","$4,786 ","$1,029","$7,025"
"1064 ","Matuszewski, Piotr","$5,808 ","$2,714 ","$3,094","$17,679"
"1065 ","Dancevic, Frank","$5,780 ","$5,140 ",$640,"$1,886,634"
"1066 ","Delage, Pierre","$5,733 ","$4,881 ",$852,"$7,401"
"1067 ","Houkes, Max","$5,718 ","$4,098 ","$1,620","$7,236"
"1068 ","Michnev, Petr","$5,711 ","$3,824 ","$1,887","$91,347"
"1069 ","Mbithi, Mwendwa","$5,682 ","$4,572 ","$1,110","$7,634"
"1070 ","Paulson, Andrew","$5,679 ","$4,568 ","$1,111","$5,937"
"1071 ","Sumizawa, Daisuke","$5,674 ","$4,512 ","$1,162","$10,771"
"1072 ","Thiem, Moritz","$5,656 ","$3,773 ","$1,883","$7,246"
"1073 ","Lovett, Korey","$5,618 ","$0 ","$5,618","$12,575"
"1074 ","Kohen, Alan","$5,602 ","$4,500 ","$1,102","$26,118"
"1075 ","Taylor, Jason","$5,551 ","$0 ","$5,551","$21,122"
"1076 ","Habib, Hady","$5,547 ","$5,205 ",$342,"$20,359"
"1077 ","Beaupain, Simon","$5,539 ","$4,039 ","$1,500","$11,191"
"1078 ","Smola, Maciej","$5,534 ","$2,822 ","$2,712","$63,482"
"1079 ","Tsitsipas, Petros","$5,525 ","$2,144 ","$3,381","$9,279"
"1080 ","Dambrosi, Giacomo","$5,499 ","$3,997 ","$1,502","$7,276"
"1081 ","Samaha, Giovani","$5,498 ","$3,864 ","$1,634","$19,743"
"1082 ","Mitjana, Leny","$5,477 ","$5,381 ",$96,"$33,460"
"1083 ","Perez, Alfredo","$5,467 ","$3,051 ","$2,416","$10,421"
"1084 ","Ortlip, Joshua","$5,463 ","$4,542 ",$921,"$6,103"
"1085 ","Cubelic, Karlo","$5,454 ","$3,546 ","$1,908","$7,196"
"1086 ","Fuele, Matyas","$5,451 ","$3,812 ","$1,639","$6,565"
"1087 ","Canter, Alexis","$5,446 ","$5,050 ",$396,"$17,993"
"1088 ","Marti Pujolras, Alex","$5,438 ","$4,138 ","$1,300","$8,894"
"1089 ","Van Der Meerschen, Martin","$5,423 ","$2,926 ","$2,497","$6,950"
"1090 ","Soderlund, Carl","$5,421 ","$5,187 ",$234,"$32,253"
"1091 ","Fawcett, Tom","$5,414 ","$3,670 ","$1,744","$41,749"
"1092 ","Palan, Dominik","$5,389 ","$4,473 ",$916,"$6,307"
"1093 ","Canas Garcia, Juan Pablo","$5,385 ","$3,194 ","$2,191","$15,660"
"1094 ","Dempster, Ian","$5,361 ","$0 ","$5,361","$10,207"
"1095 ","Kingsley, Cannon","$5,357 ","$4,607 ",$750,"$7,652"
"1096 ","Diarra, Gibril","$5,328 ","$3,944 ","$1,384","$51,778"
"1097 ","Khomentovskiy, Matvey","$5,302 ","$4,084 ","$1,218","$18,352"
"1098 ","Lin, Wei-De","$5,296 ","$3,089 ","$2,207","$23,085"
"1099 ","Hajek, Petr","$5,295 ","$3,390 ","$1,905","$22,977"
"1100 ","Dussin, Louis","$5,278 ","$3,539 ","$1,739","$9,254"
"Page 25 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1101 ","Draxl, Liam","$5,272 ","$3,760 ","$1,512","$6,848"
"1102 ","Pontico, Hugo","$5,246 ","$3,484 ","$1,762","$16,619"
"1103 ","Chen, Ti","$5,240 ","$2,764 ","$2,476","$532,673"
"1104 ","Ignat, Dragos Constantin","$5,224 ","$4,182 ","$1,042","$17,926"
"1105 ","Hermans, Mats","$5,214 ","$1,242 ","$3,972","$9,848"
"1106 ","Madaras, Dragos Nicolae","$5,207 ","$4,805 ",$402,"$33,206"
"1107 ","Taylor, Adam","$5,191 ","$0 ","$5,191","$20,622"
"1108 ","Jandric, Darko","$5,184 ","$3,028 ","$2,156","$37,722"
"1109 ","Anand, Kunal","$5,182 ","$3,586 ","$1,596","$34,255"
"1110 ","Renard, Lucas","$5,176 ","$4,770 ",$406,"$39,210"
"1111 ","Paris, Joshua","$5,156 ","$3,872 ","$1,284","$25,576"
"1112 ","Agarwal, Rishab","$5,154 ","$4,112 ","$1,042","$13,981"
"1113 ","Smirnov, Artem","$5,141 ","$4,777 ",$364,"$207,913"
"1114 ","Baadi, Taha","$5,137 ","$3,949 ","$1,188","$7,607"
"1115 ","Kirci, Koray","$5,130 ","$3,729 ","$1,401","$20,391"
"1116 ","Borisiouk, Martin","$5,120 ","$3,784 ","$1,336","$7,788"
"1117 ","Bendeck, Jose Daniel","$5,108 ","$1,728 ","$3,380","$24,521"
"1118 ","Plans, Jorge","$5,093 ","$5,093 ",$0,"$5,249"
"1119 ","Raisma, Kenneth","$5,086 ","$3,987 ","$1,099","$24,976"
"1120 ","Dancu, Vlad Andrei","$5,068 ","$4,260 ",$808,"$11,487"
"1121 ","Shin, Sanhui","$5,056 ","$4,105 ",$951,"$9,788"
"1122 ","Alcantara, Francis Casey","$5,036 ","$518 ","$4,518","$32,758"
"1123 ","Schott, Hugo","$5,027 ","$3,553 ","$1,474","$21,299"
"1124 ","Tomasetto, Luca","$5,018 ","$4,048 ",$970,"$11,064"
"1125 ","Watanabe, Seita","$4,995 ","$3,116 ","$1,879","$4,995"
"1126 ","Zayed, Mousa Shanan","$4,988 ","$4,418 ",$570,"$60,508"
"1127 ","Liaonenka, Aliaksandr","$4,986 ","$3,764 ","$1,222","$10,042"
"1128 ","Brown, Preston","$4,973 ","$3,901 ","$1,072","$7,201"
"1129 ","Maginley, Jody","$4,969 ","$2,538 ","$2,431","$16,761"
"1130 ","Geens, Clement","$4,963 ","$4,273 ",$690,"$72,914"
"1131 ","Shumeiko, Pavel","$4,938 ","$4,068 ",$870,"$4,938"
"1132 ","Dev, S D Prajwal","$4,926 ","$2,691 ","$2,235","$14,621"
"1133 ","Sweeny, Dane","$4,910 ","$3,286 ","$1,624","$7,140"
"1134 ","Manda, Calin","$4,891 ","$3,524 ","$1,367","$20,307"
"1135 ","Glinka, Daniil","$4,879 ","$3,864 ","$1,015","$6,713"
"1136 ","Schmid, Aaron","$4,866 ","$3,932 ",$934,"$11,092"
"1137 ","Samper-Montana, Jordi","$4,850 ","$4,306 ",$544,"$324,956"
"1138 ","Brugnerotto, Marco","$4,845 ","$4,053 ",$792,"$9,320"
"1139T ","Jaloviec, Marek","$4,843 ","$3,129 ","$1,714","$84,001"
"1139T ","Urbanija, Mike","$4,843 ","$4,033 ",$810,"$42,257"
"1141 ","Arnaldi, Matteo","$4,842 ","$3,117 ","$1,725","$5,310"
"1142 ","Bertola, Remy","$4,814 ","$2,976 ","$1,838","$12,731"
"1143 ","Kikuchi, Gengo","$4,785 ","$3,944 ",$841,"$35,877"
"1144 ","Meng, Cing-Yang","$4,783 ","$3,165 ","$1,618","$19,528"
"Page 26 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1145 ","Volfson, David","$4,778 ","$3,992 ",$786,"$27,410"
"1146 ","Laurent, Thomas","$4,756 ","$4,756 ",$0,"$6,132"
"1147 ","Kaliyanda Poonacha, Niki","$4,747 ","$2,898 ","$1,849","$27,098"
"1148 ","Butulija, Boris","$4,728 ","$3,570 ","$1,158","$10,570"
"1149 ","Kowalczyk, Mateusz","$4,722 ","$0 ","$4,722","$276,091"
"1150 ","Smith, Errol","$4,710 ","$4,040 ",$670,"$6,795"
"1151 ","Van Den Berg, Bart","$4,707 ","$3,384 ","$1,323","$15,209"
"1152 ","Na, Jung-Woong","$4,703 ","$4,145 ",$558,"$48,582"
"1153 ","Pokotilov, Boris","$4,696 ","$3,380 ","$1,316","$9,626"
"1154 ","Rajski, Maciej","$4,695 ","$3,630 ","$1,065","$49,159"
"1155 ","Kocevar-Desman, Tom","$4,689 ","$4,323 ",$366,"$59,708"
"1156 ","Kovapitukted, Palaphoom","$4,688 ","$3,082 ","$1,606","$9,741"
"1157 ","Ursu, Vadym","$4,685 ","$3,431 ","$1,254","$38,067"
"1158 ","Picchione, Andrea","$4,683 ","$3,468 ","$1,215","$5,253"
"1159 ","Aboian, Leonardo","$4,679 ","$2,540 ","$2,139","$10,713"
"1160 ","Kypson, Patrick","$4,670 ","$3,518 ","$1,152","$83,984"
"1161 ","Massara, Antonio","$4,656 ","$3,758 ",$898,"$51,866"
"1162 ","Storrie, Ryan James","$4,616 ","$3,740 ",$876,"$25,295"
"1163 ","Skorilas, Alexandros","$4,613 ","$3,625 ",$988,"$7,529"
"1164 ","Coelho, Fabio","$4,608 ","$2,646 ","$1,962","$7,014"
"1165 ","Stalder, Reese","$4,605 ","$2,494 ","$2,111","$6,669"
"1166 ","Jones, Ben","$4,600 ","$2,100 ","$2,500","$8,166"
"1167 ","Gamble, Luke Jacob","$4,592 ","$2,220 ","$2,372","$8,123"
"1168 ","Mercier, Tyler","$4,586 ","$3,698 ",$888,"$19,525"
"1169 ","Sarkar, Sumit","$4,565 ","$4,277 ",$288,"$9,291"
"1170 ","Wattanakul, Pol","$4,558 ","$3,702 ",$856,"$23,199"
"1171 ","Cias, Pawel","$4,540 ","$4,270 ",$270,"$61,235"
"1172 ","Ovcharov, Alexander","$4,525 ","$2,384 ","$2,141","$11,238"
"1173 ","Liu, Shao-Fan","$4,515 ","$3,847 ",$668,"$13,779"
"1174 ","Sorrentino, Luigi","$4,481 ","$3,523 ",$958,"$6,591"
"1175 ","Liska, Tomas","$4,476 ","$3,186 ","$1,290","$17,331"
"1176 ","Boyd, Kalman L.","$4,464 ","$4,122 ",$342,"$4,464"
"1177 ","Taylor, Sam","$4,433 ","$2,588 ","$1,845","$9,267"
"1178 ","Vilaro, Alejo","$4,420 ","$2,972 ","$1,448","$18,088"
"1179 ","Delmas, Amaury","$4,411 ","$2,308 ","$2,103","$15,701"
"1180 ","Pierce, Aron","$4,404 ","$3,210 ","$1,194","$7,618"
"1181 ","Hamilton, Grey","$4,398 ","$3,194 ","$1,204","$6,238"
"1182 ","Gennaro, Dante","$4,366 ","$3,736 ",$630,"$51,667"
"1183 ","Spec, Matic","$4,365 ","$2,550 ","$1,815","$13,168"
"1184T ","Agamenone, Franco","$4,360 ","$1,392 ","$2,968","$69,244"
"1184T ","Grynkowski, Piotr","$4,360 ","$3,574 ",$786,"$10,600"
"1186 ","Hank, Tigre","$4,359 ","$4,305 ",$54,"$104,805"
"1187 ","Samuelsson, Christian","$4,352 ","$3,526 ",$826,"$14,623"
"1188 ","Fellin, Manfred","$4,350 ","$3,642 ",$708,"$12,704"
"Page 27 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1189 ","Touliatos, Preston","$4,348 ","$1,836 ","$2,512","$6,343"
"1190 ","Aichhorn, Jakob","$4,324 ","$3,754 ",$570,"$9,079"
"1191 ","Gonzalez, Wilfredo","$4,304 ","$1,806 ","$2,498","$25,653"
"1192 ","Riquelme, Agustin","$4,296 ","$2,544 ","$1,752","$6,430"
"1193 ","Parker, Stuart","$4,272 ","$3,624 ",$648,"$4,524"
"1194 ","Mayo, Keenan","$4,262 ","$2,926 ","$1,336","$5,042"
"1195 ","Sanchez, Manuel","$4,260 ","$3,900 ",$360,"$119,713"
"1196 ","Pucinelli De Almeida, Matheus","$4,259 ","$2,858 ","$1,401","$7,842"
"1197 ","Sude, Jakob","$4,244 ","$2,341 ","$1,903","$43,099"
"1198 ","Strode, Isaiah","$4,235 ","$4,145 ",$90,"$18,041"
"1199 ","Bryde, Trent","$4,230 ","$3,417 ",$813,"$16,852"
"1200 ","Mina, Gianni","$4,223 ","$3,683 ",$540,"$160,319"
"1201 ","Niesten, Miliaan","$4,220 ","$4,220 ",$0,"$72,244"
"1202 ","Soto, Matias","$4,216 ","$3,256 ",$960,"$6,615"
"1203 ","Lemstra, Kai","$4,212 ","$2,061 ","$2,151","$10,860"
"1204 ","Eisinga, Zachary","$4,203 ","$3,051 ","$1,152","$4,665"
"1205 ","Inoue, Haru","$4,201 ","$3,586 ",$615,"$10,432"
"1206T ","Cayre, Paul","$4,200 ","$2,798 ","$1,402","$20,873"
"1206T ","Royer, Valentin","$4,200 ","$4,146 ",$54,"$4,630"
"1208 ","Ram-Harel, Or","$4,187 ","$3,461 ",$726,"$26,618"
"1209 ","Singh, Karunuday","$4,174 ","$2,530 ","$1,644","$72,460"
"1210 ","Schell, Niklas","$4,151 ","$2,462 ","$1,689","$11,169"
"1211T ","Cash, Julian","$4,143 ","$2,040 ","$2,103","$8,683"
"1211T ","Te, Rigele","$4,143 ","$2,884 ","$1,259","$82,874"
"1213T ","Dijkhuizen, Marc","$4,140 ","$2,070 ","$2,070","$21,885"
"1213T ","Llamas Ruiz, Pablo","$4,140 ","$3,115 ","$1,025","$4,670"
"1215 ","Sunish, Dhruv","$4,112 ","$3,148 ",$964,"$10,492"
"1216 ","Hasson, Jordan","$4,086 ","$3,084 ","$1,002","$15,382"
"1217 ","Ruzgas, Marius","$4,084 ","$3,074 ","$1,010","$5,182"
"1218 ","Delaney, Jesse","$4,082 ","$3,392 ",$690,"$7,538"
"1219 ","Mantilla, Felipe","$4,072 ","$2,724 ","$1,348","$78,813"
"1220 ","Coppini, Alessandro","$4,068 ","$2,486 ","$1,582","$6,716"
"1221 ","Bianchi, Nicolas","$4,049 ","$2,126 ","$1,923","$7,585"
"1222 ","Farjat, Tomas","$4,044 ","$3,042 ","$1,002","$7,858"
"1223 ","Bertran, Peter","$4,039 ","$3,565 ",$474,"$7,108"
"1224 ","Luncanu, Petru-Alexandru","$4,037 ","$2,224 ","$1,813","$153,812"
"1225 ","Sell, Karue","$4,031 ","$2,936 ","$1,095","$31,004"
"1226 ","Court, Jayden","$4,020 ","$2,796 ","$1,224","$7,011"
"1227 ","Duncan, Scott","$4,019 ","$2,059 ","$1,960","$12,197"
"1228 ","Gabr, Adham","$4,005 ","$4,005 ",$0,"$4,005"
"1229 ","Botezan, George","$3,994 ","$3,316 ",$678,"$19,584"
"1230 ","Sookton-eng, Chanchai","$3,992 ","$2,348 ","$1,644","$13,075"
"1231 ","Hidalgo, Gabriel Alejandro","$3,984 ","$2,871 ","$1,113","$71,469"
"1232 ","Biljesko, Domagoj","$3,980 ","$2,816 ","$1,164","$24,338"
"Page 28 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1233 ","Harris, Billy","$3,967 ","$3,063 ",$904,"$36,613"
"1234 ","Salgado, Afonso","$3,954 ","$2,676 ","$1,278","$5,760"
"1235 ","Navone, Mariano","$3,952 ","$3,478 ",$474,"$4,108"
"1236 ","Palosi, Stefan","$3,945 ","$2,330 ","$1,615","$6,713"
"1237 ","Dias, Francisco","$3,935 ","$1,214 ","$2,721","$14,255"
"1238 ","Boulais, Justin","$3,934 ","$2,654 ","$1,280","$6,994"
"1239T ","Frost, Linus","$3,927 ","$2,456 ","$1,471","$13,498"
"1239T ","Mladenov, Vasko","$3,927 ","$1,992 ","$1,935","$45,681"
"1241 ","Pisane, Tom","$3,924 ","$3,234 ",$690,"$6,030"
"1242 ","Ogura, Kosuke","$3,916 ","$3,358 ",$558,"$4,954"
"1243 ","Smits, Glenn","$3,912 ","$830 ","$3,082","$16,659"
"1244 ","Cukierman, Daniel","$3,895 ","$2,850 ","$1,045","$26,715"
"1245 ","Kawakami, Rimpei","$3,890 ","$3,178 ",$712,"$9,990"
"1246 ","Vuradin, Lucas","$3,886 ","$3,024 ",$862,"$14,461"
"1247 ","Duda, Filip","$3,885 ","$2,456 ","$1,429","$22,226"
"1248 ","Lama, Gonzalo","$3,884 ","$2,930 ",$954,"$165,382"
"1249 ","Srbljak, Gorazd","$3,871 ","$3,505 ",$366,"$14,238"
"1250T ","Cutuli, Mirko","$3,862 ","$2,592 ","$1,270","$18,149"
"1250T ","Semjan, Marek","$3,862 ","$3,094 ",$768,"$196,745"
"1252 ","Uryson, Nicolas","$3,858 ","$2,502 ","$1,356","$12,570"
"1253 ","Wojcik, Yann","$3,856 ","$2,038 ","$1,818","$11,911"
"1254 ","Ramazzotti, Samuele","$3,852 ","$3,204 ",$648,"$7,151"
"1255 ","Kossek, Daniel","$3,850 ","$624 ","$3,226","$10,772"
"1256 ","Kawahashi, Yuta","$3,821 ","$3,044 ",$777,"$6,707"
"1257 ","Glvac, Andrej","$3,816 ","$3,156 ",$660,"$11,012"
"1258 ","Meis, Pascal","$3,815 ","$3,665 ",$150,"$56,959"
"1259 ","Radojkovic, Milan","$3,814 ","$260 ","$3,554","$11,537"
"1260 ","Kellovsky, Dominik","$3,789 ","$2,446 ","$1,343","$50,671"
"1261 ","Zarichanskyy, Daniil","$3,784 ","$2,184 ","$1,600","$33,318"
"1262T ","Rogic-Hadzalic, Alen","$3,762 ","$2,546 ","$1,216","$10,279"
