# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,ATP Prize Money Leaders (US$),,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"309 ","Arneodo, Romain","$76,324 ","$4,069 ","$72,255","$270,507"
"310 ","Karlovskiy, Evgeny","$76,077 ","$70,263 ","$5,814","$224,705"
"311 ","Lopez, Marc","$75,525 ","$0 ","$75,525","$4,378,517"
"312 ","O'Connell, Christopher","$75,370 ","$72,920 ","$2,450","$195,509"
"313 ","Aragone, JC","$74,998 ","$60,955 ","$14,043","$227,119"
"314 ","Sela, Dudi","$74,049 ","$71,667 ","$2,382","$3,897,335"
"315 ","Erlich, Jonathan","$72,258 ","$0 ","$72,258","$2,644,549"
"316 ","Broady, Liam","$72,049 ","$59,917 ","$12,132","$593,325"
"317 ","Rodionov, Jurij","$71,813 ","$68,601 ","$3,212","$128,256"
"318 ","Rungkat, Christopher","$71,471 ","$0 ","$71,471","$233,832"
"319 ","Cressy, Maxime","$70,619 ","$50,661 ","$19,958","$93,653"
"320 ","Brands, Daniel","$70,590 ","$70,330 ",$260,"$2,181,301"
"321 ","Lamasine, Tristan","$69,934 ","$39,866 ","$30,068","$439,715"
"322 ","Reid, Matt","$69,376 ","$0 ","$69,376","$555,659"
"323 ","Marcora, Roberto","$68,941 ","$68,165 ",$776,"$232,738"
"324 ","Guinard, Manuel","$68,703 ","$53,984 ","$14,719","$103,969"
"325 ","Bellucci, Thomaz","$68,338 ","$33,838 ","$34,500","$5,342,223"
"326 ","Menezes, Joao","$68,037 ","$65,427 ","$2,610","$118,536"
"327 ","Blancaneaux, Geoffrey","$67,994 ","$49,275 ","$18,719","$225,640"
"328 ","Kwiatkowski, Thai-Son","$67,722 ","$53,622 ","$14,100","$211,565"
"329 ","Sakharov, Gleb","$67,113 ","$65,065 ","$2,048","$344,060"
"330 ","Vilella Martinez, Mario","$66,810 ","$64,696 ","$2,114","$171,672"
"331 ","Raja, Purav","$65,679 ","$0 ","$65,679","$539,435"
"332 ","Lenz, Julian","$64,670 ","$50,227 ","$14,443","$104,096"
"333 ","Viola, Matteo","$64,400 ","$62,670 ","$1,730","$679,260"
"334 ","Svajda, Zachary","$63,721 ","$62,662 ","$1,059","$64,491"
"335 ","Uchida, Kaichi","$63,484 ","$62,324 ","$1,160","$182,965"
"336 ","Gaston, Hugo","$63,139 ","$54,213 ","$8,926","$92,073"
"337 ","Seyboth Wild, Thiago","$62,204 ","$55,944 ","$6,260","$89,517"
"338 ","Cachin, Pedro","$61,900 ","$57,240 ","$4,660","$231,733"
"339 ","Varillas, Juan Pablo","$61,368 ","$56,881 ","$4,487","$123,583"
"340 ","Bai, Yan","$61,315 ","$56,723 ","$4,592","$326,394"
"341 ","King, Evan","$61,209 ","$23,820 ","$37,389","$379,150"
"342 ","Granollers, Gerard","$59,790 ","$5,564 ","$54,226","$402,722"
"343 ","Bourgue, Mathias","$59,001 ","$52,560 ","$6,441","$505,630"
"344 ","Gong, Mao-Xin","$58,719 ","$1,300 ","$57,419","$404,692"
"345 ","Korda, Sebastian","$57,965 ","$55,552 ","$2,413","$103,894"
"346 ","Arends, Sander","$57,069 ","$0 ","$57,069","$213,870"
"347 ","Huesler, Marc-Andrea","$56,050 ","$38,318 ","$17,732","$129,547"
"348 ","Ruusuvuori, Emil","$55,173 ","$50,459 ","$4,714","$81,745"
"349 ","Zapata Miralles, Bernabe","$55,079 ","$53,785 ","$1,294","$156,056"
"350 ","Wu, Di","$54,910 ","$47,580 ","$7,330","$838,784"
"351 ","Tseng, Chun-hsin","$54,614 ","$52,377 ","$2,237","$80,780"
"352 ","De Greef, Arthur","$53,603 ","$53,252 ",$351,"$413,149"
"Page 8 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"353 ","Arguello, Facundo","$53,074 ","$47,558 ","$5,516","$586,550"
"354 ","Bonzi, Benjamin","$52,814 ","$24,054 ","$28,760","$326,970"
"355 ","Marchenko, Illya","$52,587 ","$47,439 ","$5,148","$2,026,773"
"356 ","Wolf, J.J.","$52,555 ","$52,555 ",$0,"$89,337"
"357 ","Nam, Ji Sung","$52,550 ","$30,964 ","$21,586","$150,839"
"358 ","Masur, Daniel","$52,044 ","$38,129 ","$13,915","$255,637"
"359 ","Cacic, Nikola","$51,658 ","$511 ","$51,147","$181,869"
"360 ","Escobar, Gonzalo","$51,271 ","$22,069 ","$29,202","$178,317"
"361 ","Quinzi, Gianluigi","$49,726 ","$49,726 ",$0,"$271,542"
"362 ","Serdarusic, Nino","$49,553 ","$45,499 ","$4,054","$200,401"
"363 ","Myneni, Saketh","$49,526 ","$37,941 ","$11,585","$354,975"
"364 ","Yang, Tsung-Hua","$49,320 ","$30,795 ","$18,525","$516,342"
"365 ","Moroni, Gian Marco","$48,596 ","$46,451 ","$2,145","$109,196"
"366 ","de Bakker, Thiemo","$48,501 ","$42,441 ","$6,060","$1,828,800"
"367 ","Lammons, Nathaniel","$48,221 ","$0 ","$48,221","$101,777"
"368 ","Cid Subervi, Roberto","$47,784 ","$44,490 ","$3,294","$116,298"
"369 ","Kavcic, Blaz","$47,374 ","$46,294 ","$1,080","$1,902,230"
"370 ","Lee, Duckhee","$46,695 ","$45,425 ","$1,270","$371,879"
"371 ","Hoyt, Evan","$46,140 ","$30,588 ","$15,552","$87,508"
"372 ","Cerretani, Jamie","$45,956 ","$1,355 ","$44,601","$911,268"
"373 ","Denolly, Corentin","$45,753 ","$39,775 ","$5,978","$128,968"
"374 ","Altmaier, Daniel","$45,372 ","$37,330 ","$8,042","$136,958"
"375 ","Chung, Yunseong","$45,251 ","$39,791 ","$5,460","$111,902"
"376 ","Pavlasek, Adam","$44,779 ","$41,228 ","$3,551","$666,174"
"377 ","Safiullin, Roman","$44,746 ","$39,488 ","$5,258","$139,527"
"378 ","Tabilo, Alejandro","$44,709 ","$40,500 ","$4,209","$82,413"
"379 ","Luz, Orlando","$44,515 ","$27,851 ","$16,664","$110,189"
"380 ","Draper, Jack","$44,247 ","$35,484 ","$8,763","$63,146"
"381 ","Gabashvili, Teymuraz","$42,655 ","$31,444 ","$11,211","$4,076,115"
"382 ","Ehrat, Sandro","$42,599 ","$33,463 ","$9,136","$123,869"
"383 ","Gao, Xin","$42,479 ","$12,754 ","$29,725","$151,408"
"384 ","Popko, Dmitry","$41,774 ","$39,190 ","$2,584","$231,152"
"385 ","Sun, Fajing","$41,662 ","$28,145 ","$13,517","$131,231"
"386 ","Petrovic, Danilo","$41,523 ","$39,265 ","$2,258","$246,912"
"387 ","Gimeno-Traver, Daniel","$41,291 ","$39,420 ","$1,871","$3,285,814"
"388 ","Pavic, Ante","$41,135 ","$14,299 ","$26,836","$463,925"
"389 ","Mena, Facundo","$40,894 ","$32,469 ","$8,425","$158,693"
"390 ","Ellis, Blake","$40,824 ","$17,745 ","$23,079","$80,798"
"391 ","Van de Zandschulp, Botic","$40,248 ","$36,629 ","$3,619","$92,934"
"392 ","Cerundolo, Francisco","$40,212 ","$37,729 ","$2,483","$51,646"
"393 ","Vukic, Aleksandar","$40,168 ","$37,601 ","$2,567","$85,068"
"394 ","Zopp, Jurgen","$39,619 ","$37,876 ","$1,743","$1,119,928"
"395 ","Ferreira Silva, Frederico","$39,155 ","$38,443 ",$712,"$205,414"
"396 ","Vasilevski, Andrei","$38,711 ","$0 ","$38,711","$290,870"
"Page 9 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"397 ","Ortega-Olmedo, Roberto","$38,651 ","$34,740 ","$3,911","$240,932"
"398 ","Clezar, Guilherme","$38,409 ","$36,076 ","$2,333","$602,553"
"399 ","Banes, Maverick","$38,306 ","$35,153 ","$3,153","$212,484"
"400 ","Collarini, Andrea","$37,844 ","$36,110 ","$1,734","$300,373"
"401 ","Weissborn, Tristan-Samuel","$37,795 ","$0 ","$37,795","$180,335"
"402 ","Reese, Hunter","$37,677 ","$390 ","$37,287","$88,037"
"403 ","Pellegrino, Andrea","$37,197 ","$21,716 ","$15,481","$116,720"
"404 ","King, Kevin","$37,065 ","$34,585 ","$2,480","$293,788"
"405 ","Eriksson, Markus","$37,006 ","$27,422 ","$9,584","$201,460"
"406 ","Donaldson, Jared","$36,755 ","$36,755 ",$0,"$2,090,322"
"407 ","Bangoura, Sekou","$36,701 ","$27,227 ","$9,474","$278,709"
"408 ","Ignatik, Uladzimir","$36,694 ","$34,642 ","$2,052","$674,435"
"409 ","Podlipnik-Castillo, Hans","$36,687 ","$0 ","$36,687","$565,699"
"410 ","Wu, Tung-Lin","$36,541 ","$33,377 ","$3,164","$76,440"
"411 ","Sekiguchi, Shuichi","$36,502 ","$34,728 ","$1,774","$176,187"
"412 ","Pel, David","$36,473 ","$0 ","$36,473","$94,522"
"413 ","Grenier, Hugo","$36,469 ","$33,977 ","$2,492","$99,700"
"414 ","Catarina, Lucas","$36,366 ","$35,285 ","$1,081","$109,010"
"415 ","Bourchier, Harry","$36,252 ","$30,708 ","$5,544","$112,280"
"416 ","Ficovich, Juan Pablo","$35,929 ","$33,465 ","$2,464","$95,980"
"417 ","Gutierrez-Ferrol, Sergio","$35,910 ","$35,002 ",$908,"$259,782"
"418 ","Vavassori, Andrea","$35,675 ","$16,943 ","$18,732","$108,984"
"419 ","Sakamoto, Pedro","$35,560 ","$28,584 ","$6,976","$110,201"
"420 ","Marrero, David","$35,055 ","$0 ","$35,055","$2,367,297"
"421 ","Vega Hernandez, David","$34,997 ","$876 ","$34,121","$147,332"
"422 ","Glasspool, Lloyd","$34,819 ","$17,267 ","$17,552","$136,481"
"423 ","Yevseyev, Denis","$34,661 ","$27,583 ","$7,078","$142,925"
"424 ","Meligeni Rodrigues Alves, Felipe","$34,553 ","$21,552 ","$13,001","$61,132"
"425 ","Cornut-Chauvinc, Antoine","$34,548 ","$30,920 ","$3,628","$54,690"
"426 ","Martineau, Matteo","$34,371 ","$30,274 ","$4,097","$62,581"
"427 ","Hua, Runhao","$34,325 ","$13,824 ","$20,501","$54,686"
"428 ","Peniston, Ryan","$34,307 ","$32,042 ","$2,265","$54,196"
"429 ","Galloway, Robert","$34,117 ","$0 ","$34,117","$86,481"
"430 ","Ocleppo, Julian","$34,108 ","$25,654 ","$8,454","$87,242"
"431 ","Added, Dan","$33,620 ","$22,027 ","$11,593","$57,943"
"432 ","Choinski, Jan","$33,585 ","$32,800 ",$785,"$144,644"
"433 ","Roca Batalla, Oriol","$33,500 ","$25,167 ","$8,333","$224,953"
"434 ","Mukund, Sasikumar","$33,409 ","$31,547 ","$1,862","$102,599"
"435 ","Rinderknech, Arthur","$33,384 ","$22,880 ","$10,504","$65,163"
"436 ","Mansouri, Skander","$33,283 ","$24,086 ","$9,197","$70,103"
"437 ","Behar, Ariel","$33,277 ","$0 ","$33,277","$174,637"
"438 ","Basso, Andrea","$32,808 ","$31,227 ","$1,581","$114,754"
"439 ","Romboli, Fernando","$32,217 ","$509 ","$31,708","$257,348"
"440 ","Avidzba, Alen","$32,212 ","$31,227 ",$985,"$50,826"
"Page 10 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"441 ","Kravchuk, Konstantin","$32,115 ","$24,433 ","$7,682","$1,085,444"
"442 ","Karatsev, Aslan","$32,090 ","$29,057 ","$3,033","$305,873"
"443 ","Nedelko, Ivan","$32,072 ","$29,835 ","$2,237","$247,636"
"444 ","Barranco Cosano, Javier","$32,032 ","$25,372 ","$6,660","$85,932"
"445 ","Doumbia, Sadio","$32,030 ","$20,149 ","$11,881","$136,641"
"446 ","Hemery , Calvin","$31,929 ","$30,909 ","$1,020","$439,369"
"447 ","Peliwo, Filip","$31,789 ","$30,699 ","$1,090","$306,176"
"448 ","Imai, Shintaro","$31,528 ","$25,540 ","$5,988","$89,674"
"449 ","Taberner, Carlos","$31,505 ","$31,012 ",$493,"$185,830"
"450 ","Alvarez, Nicolas","$31,470 ","$26,651 ","$4,819","$46,832"
"451 ","Maamoun , Karim-Mohamed","$31,377 ","$28,813 ","$2,564","$165,143"
"452 ","Matos, Rafael","$31,317 ","$18,808 ","$12,509","$80,194"
"453 ","Lopez Villasenor, Gerardo","$31,206 ","$27,620 ","$3,586","$46,913"
"454 ","Dubrivnyy, Artem","$31,047 ","$26,969 ","$4,078","$50,388"
"455 ","Hewitt, Lleyton","$30,933 ","$0 ","$30,933","$20,879,934"
"456 ","Brkic, Tomislav","$30,795 ","$9,952 ","$20,843","$272,831"
"457 ","Torebko, Peter","$30,460 ","$27,361 ","$3,099","$247,135"
"458 ","Roumane, Rayane","$30,346 ","$29,896 ",$450,"$41,825"
"459 ","Begemann, Andre","$30,264 ","$0 ","$30,264","$820,960"
"460 ","Kopriva, Vit","$29,878 ","$23,778 ","$6,100","$75,430"
"461 ","Celikbilek, Altug","$29,714 ","$26,482 ","$3,232","$103,817"
"462 ","Kadhe, Arjun","$29,561 ","$16,416 ","$13,145","$84,869"
"463 ","Redlicki, Martin","$29,479 ","$19,543 ","$9,936","$88,195"
"464 ","Casanova, Hernan","$28,928 ","$23,630 ","$5,298","$125,816"
"465 ","Olivo, Renzo","$28,685 ","$25,030 ","$3,655","$879,885"
"466 ","Donati, Matteo","$28,682 ","$28,155 ",$527,"$363,885"
"467 ","Hidalgo, Diego","$28,585 ","$21,028 ","$7,557","$67,625"
"468 ","Eysseric, Jonathan","$28,504 ","$8,727 ","$19,777","$627,377"
"469 ","Hernandez-Fernandez, Jose","$28,444 ","$24,843 ","$3,601","$234,008"
"470 ","Kotov, Pavel","$28,201 ","$24,149 ","$4,052","$59,436"
"471 ","He, Yecong","$28,147 ","$24,705 ","$3,442","$97,338"
"472 ","Novikov, Dennis","$28,025 ","$13,340 ","$14,685","$633,855"
"473 ","Klein, Brydan","$27,900 ","$21,515 ","$6,385","$701,548"
"474 ","Brancaccio, Raul","$27,648 ","$20,912 ","$6,736","$85,849"
"475 ","Mejia, Nicolas","$27,344 ","$21,876 ","$5,468","$34,781"
"476 ","Safranek, Vaclav","$27,111 ","$24,153 ","$2,958","$279,180"
"477 ","Klein, Lukas","$27,079 ","$24,464 ","$2,615","$60,285"
"478 ","Zimonjic, Nenad","$26,695 ","$0 ","$26,695","$8,431,888"
"479 ","Sultanov, Khumoyun","$26,589 ","$21,901 ","$4,688","$57,247"
"480 ","Goransson, Andre","$26,516 ","$650 ","$25,866","$53,203"
"481 ","Jahn, Jeremy","$26,495 ","$24,463 ","$2,032","$149,527"
"482 ","Van Rijthoven, Tim","$26,464 ","$24,699 ","$1,765","$73,346"
"483 ","De Schepper, Kenny","$26,267 ","$24,753 ","$1,514","$1,627,111"
"484 ","Grills, Jacob","$26,266 ","$22,134 ","$4,132","$87,560"
"Page 11 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"485 ","Heller, Peter","$26,240 ","$21,186 ","$5,054","$106,756"
"486 ","Vivero Gonzalez, Pablo","$26,143 ","$21,531 ","$4,612","$86,926"
"487 ","Escoffier, Antoine","$26,132 ","$22,353 ","$3,779","$104,682"
"488 ","Villanueva, Gonzalo","$25,774 ","$22,889 ","$2,885","$75,895"
"489 ","Gutierrez, Oscar Jose","$25,733 ","$22,218 ","$3,515","$78,409"
"490 ","Gojo, Borna","$25,569 ","$25,119 ",$450,"$53,699"
"491 ","Chazal, Maxime","$25,498 ","$22,895 ","$2,603","$145,718"
"492 ","Lindell, Christian","$25,441 ","$23,370 ","$2,071","$288,552"
"493 ","Vanneste, Jeroen","$25,355 ","$20,886 ","$4,469","$74,006"
"494 ","Lock, Benjamin","$25,320 ","$16,572 ","$8,748","$98,565"
"495 ","Robert, Stephane","$25,308 ","$23,349 ","$1,959","$2,439,774"
"496 ","Harrison, Christian","$25,247 ","$24,434 ",$813,"$379,715"
"497 ","Etcheverry, Tomas Martin","$25,213 ","$21,854 ","$3,359","$43,998"
"498 ","Tatlot, Johan","$25,117 ","$24,634 ",$483,"$129,874"
"499 ","Barrios Vera, Marcelo Tomas","$24,973 ","$22,582 ","$2,391","$74,175"
"500 ","Sijsling, Igor","$24,961 ","$22,805 ","$2,156","$2,191,365"
"501 ","Dalla Valle, Enrico","$24,859 ","$21,394 ","$3,465","$55,799"
"502 ","Redlicki, Michael","$24,845 ","$23,245 ","$1,600","$56,698"
"503 ","Kelly, Dayne","$24,590 ","$22,865 ","$1,725","$181,246"
"504 ","Margaroli, Luca","$24,517 ","$2,844 ","$21,673","$138,265"
"505 ","Hamou, Maxime","$24,381 ","$23,678 ",$703,"$190,659"
"506 ","Balaji, N.Sriram","$24,372 ","$2,319 ","$22,053","$233,624"
"507 ","Altamirano, Collin","$24,349 ","$22,689 ","$1,660","$165,178"
"508 ","Hach Verdugo, Hans","$24,297 ","$260 ","$24,037","$114,530"
"509 ","Kozlov, Stefan","$24,238 ","$23,378 ",$860,"$499,493"
"510 ","Heyman, Christopher","$24,200 ","$21,624 ","$2,576","$99,522"
"511 ","Nanda, Govind","$23,880 ","$22,130 ","$1,750","$27,494"
"512 ","Crepatte, Baptiste","$23,790 ","$20,770 ","$3,020","$73,022"
"513 ","Pena Lopez, Manuel","$23,775 ","$17,485 ","$6,290","$56,980"
"514 ","Vrbensky, Michael","$23,699 ","$17,758 ","$5,941","$44,071"
"515 ","Orlov, Vladyslav","$23,690 ","$17,545 ","$6,145","$51,340"
"516 ","Shimizu, Yuta","$23,686 ","$20,268 ","$3,418","$50,515"
"517 ","Ornago, Fabrizio","$23,562 ","$21,879 ","$1,683","$69,696"
"518 ","Hsu, Yu Hsiou","$23,547 ","$16,220 ","$7,327","$50,608"
"519 ","Noguchi, Rio","$23,469 ","$19,848 ","$3,621","$49,804"
"520 ","Musetti, Lorenzo","$23,440 ","$22,317 ","$1,123","$23,960"
"521 ","Blanch, Ulises","$23,382 ","$21,085 ","$2,297","$68,391"
"522 ","Okala, Jules","$23,289 ","$21,394 ","$1,895","$58,412"
"523 ","Song, Min-Kyu","$23,270 ","$4,464 ","$18,806","$64,259"
"524 ","Song, Evan","$23,225 ","$21,480 ","$1,745","$98,694"
"525 ","Struvay, Eduardo","$23,155 ","$18,717 ","$4,438","$260,062"
"526 ","Tiurnev, Evgenii","$23,094 ","$20,236 ","$2,858","$119,341"
"527 ","Haerteis, Johannes","$23,087 ","$17,341 ","$5,746","$69,429"
"528 ","Lokoli, Laurent","$23,024 ","$21,479 ","$1,545","$238,129"
"Page 12 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"529 ","Mertens, Yannick","$22,999 ","$20,065 ","$2,934","$500,948"
"530 ","Olivieri, Genaro Alberto","$22,966 ","$19,619 ","$3,347","$52,240"
"531 ","McHugh, Aidan","$22,928 ","$21,029 ","$1,899","$45,351"
"532 ","Manafov, Vladyslav","$22,774 ","$13,607 ","$9,167","$138,355"
"533 ","Rybakov, Alex","$22,655 ","$22,385 ",$270,"$56,037"
"534 ","Cui, Jie","$22,585 ","$19,981 ","$2,604","$36,225"
"535 ","Fatic, Nerman","$22,424 ","$20,846 ","$1,578","$71,132"
"536 ","Bega, Alessandro","$22,423 ","$18,890 ","$3,533","$186,798"
"537 ","Ritschard, Alexander","$22,379 ","$19,422 ","$2,957","$58,071"
"538 ","Bonadio, Riccardo","$22,158 ","$18,055 ","$4,103","$104,529"
"539 ","Whitehouse, Mark","$22,145 ","$18,286 ","$3,859","$40,155"
"540 ","Balzerani, Riccardo","$22,144 ","$19,289 ","$2,855","$52,366"
"541 ","Velotti, Agustin","$22,126 ","$20,085 ","$2,041","$298,002"
"542 ","Leshem, Edan","$22,106 ","$19,646 ","$2,460","$118,984"
"543 ","Furness, Evan","$22,041 ","$18,942 ","$3,099","$64,591"
"544 ","Grigelis, Laurynas","$22,040 ","$17,212 ","$4,828","$340,687"
"545 ","De Jong, Jesper","$21,957 ","$16,282 ","$5,675","$25,087"
"546 ","Geerts, Michael","$21,822 ","$18,588 ","$3,234","$68,116"
"547 ","Hassan, Benjamin","$21,785 ","$19,997 ","$1,788","$49,631"
"548 ","Sanchez Izquierdo, Nikolas","$21,763 ","$19,698 ","$2,065","$33,663"
"549 ","Molcan, Alex","$21,721 ","$19,646 ","$2,075","$63,487"
"550 ","Gengel, Marek","$21,657 ","$12,596 ","$9,061","$54,850"
"551 ","Verbeek, Sem","$21,644 ","$5,098 ","$16,546","$65,789"
"552 ","Wessels, Louis","$21,607 ","$20,509 ","$1,098","$83,220"
"553 ","Nguyen, Daniel","$21,575 ","$21,145 ",$430,"$207,521"
"554 ","Berrettini, Jacopo","$21,573 ","$17,545 ","$4,028","$44,662"
"555 ","Zuk, Kacper","$21,552 ","$15,905 ","$5,647","$36,520"
"556 ","Takahashi, Yusuke","$21,483 ","$19,180 ","$2,303","$111,208"
"557 ","Fayziev, Sanjar","$21,409 ","$16,569 ","$4,840","$124,063"
"558 ","Santanna, Bruno","$21,332 ","$19,216 ","$2,116","$135,910"
"559 ","Riffice, Sam","$21,275 ","$19,480 ","$1,795","$36,638"
"560 ","Baez, Sebastian","$21,261 ","$18,957 ","$2,304","$25,824"
"561 ","Bortolotti, Marco","$21,223 ","$12,759 ","$8,464","$136,951"
"562 ","Johnson, Luke","$21,181 ","$6,812 ","$14,369","$46,082"
"563 ","Clayton, Scott","$21,171 ","$0 ","$21,171","$103,485"
"564 ","Cerundolo, Juan Manuel","$21,088 ","$18,266 ","$2,822","$22,594"
"565 ","Nikles, Johan","$20,960 ","$16,750 ","$4,210","$66,673"
"566 ","Sels, Jelle","$20,922 ","$19,252 ","$1,670","$87,232"
"567 ","Reboul, Fabien","$20,917 ","$9,156 ","$11,761","$89,329"
"568 ","Zhurbin, Alexander","$20,891 ","$17,437 ","$3,454","$90,012"
"569 ","Ochi, Makoto","$20,883 ","$19,833 ","$1,050","$73,794"
"570 ","Durasovic, Viktor","$20,870 ","$19,081 ","$1,789","$77,780"
"571 ","Toledo Bague, Pol","$20,844 ","$18,297 ","$2,547","$105,829"
"572 ","Lazarov, Alexandar","$20,783 ","$15,855 ","$4,928","$52,403"
"Page 13 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"573 ","Esteve Lobato, Eduard","$20,755 ","$16,030 ","$4,725","$99,122"
"574 ","Tabur, Clement","$20,737 ","$9,728 ","$11,009","$35,869"
"575 ","Erler, Alexander","$20,702 ","$18,840 ","$1,862","$51,402"
"576 ","Golubev, Andrey","$20,665 ","$7,659 ","$13,006","$2,684,289"
"577 ","Leite, Wilson","$20,627 ","$16,644 ","$3,983","$123,647"
"578 ","Gil, Fred","$20,549 ","$16,115 ","$4,434","$1,497,707"
"579 ","Descotte, Matias Franco","$20,490 ","$15,120 ","$5,370","$82,051"
"580 ","Kuzmanov, Dimitar","$20,485 ","$18,548 ","$1,937","$153,357"
"581 ","Ugo Carabelli, Camilo","$20,468 ","$16,410 ","$4,058","$49,220"
"582 ","Arconada, Jordi","$20,355 ","$17,175 ","$3,180","$38,941"
"583 ","Olivetti, Albano","$20,352 ","$9,927 ","$10,425","$443,203"
"584 ","Heliovaara, Harri","$20,297 ","$7,724 ","$12,573","$176,908"
"585 ","Gakhov, Ivan","$20,184 ","$14,852 ","$5,332","$134,696"
"586 ","Tokuda, Renta","$20,155 ","$18,889 ","$1,266","$70,724"
"587 ","Moundir, Adam","$20,094 ","$15,549 ","$4,545","$28,696"
"588 ","Crnokrak, Alexander","$20,089 ","$18,665 ","$1,424","$25,017"
"589 ","Pasha, Nathan","$19,897 ","$260 ","$19,637","$96,950"
"590 ","Poljak, David","$19,882 ","$15,606 ","$4,276","$64,879"
"591 ","Carr, Simon","$19,854 ","$18,078 ","$1,776","$33,308"
"592 ","Gomez, Alejandro","$19,835 ","$10,700 ","$9,135","$86,796"
"593 ","Huey, Treat","$19,806 ","$0 ","$19,806","$1,469,819"
"594 ","Yamasaki, Jumpei","$19,774 ","$16,544 ","$3,230","$51,186"
"595 ","Martinez, Luis David","$19,729 ","$502 ","$19,227","$128,240"
"596 ","Gomez-Herrera, Carlos","$19,572 ","$15,360 ","$4,212","$135,777"
"597 ","Sarkissian, Alexander","$19,460 ","$19,460 ",$0,"$259,462"
"598 ","Jecan, Alexandru","$19,451 ","$12,450 ","$7,001","$52,042"
"599 ","Dougaz, Aziz","$19,448 ","$13,868 ","$5,580","$58,831"
"600 ","Maytin, Roberto","$19,441 ","$0 ","$19,441","$124,671"
"601 ","Nava, Emilio","$19,437 ","$17,997 ","$1,440","$20,727"
"602 ","Artunedo Martinavarro, Andres","$19,404 ","$14,466 ","$4,938","$119,091"
"603 ","Zeballos, Federico","$19,234 ","$10,856 ","$8,378","$118,052"
"604 ","Hijikata, Rinky","$19,227 ","$18,003 ","$1,224","$20,617"
"605 ","Pla Malfeito, Jaume","$19,199 ","$13,047 ","$6,152","$86,241"
"606 ","Brouwer, Gijs","$19,136 ","$15,426 ","$3,710","$62,413"
"607 ","Satral, Jan","$18,941 ","$16,139 ","$2,802","$350,766"
"608 ","Zhu, Evan","$18,927 ","$13,972 ","$4,955","$48,987"
"609 ","Rawat, Sidharth","$18,688 ","$16,294 ","$2,394","$63,183"
"610 ","Matsui, Toshihide","$18,584 ","$3,720 ","$14,864","$297,042"
"611 ","Elias, Gastao","$18,512 ","$18,024 ",$488,"$1,180,434"
"612 ","Pervolarakis, Michail","$18,484 ","$14,415 ","$4,069","$32,428"
"613 ","Valkusz, Mate","$18,390 ","$16,320 ","$2,070","$55,816"
"614 ","Bobrov, Bogdan","$18,306 ","$14,750 ","$3,556","$46,102"
"615 ","Rodriguez, Cristian","$18,276 ","$14,266 ","$4,010","$89,893"
"616 ","Lootsma, Niels","$18,268 ","$14,407 ","$3,861","$75,697"
"Page 14 of 89 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 24, 2019"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2019",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"617 ","Boluda-Purkiss, Carlos","$18,226 ","$16,359 ","$1,867","$126,765"
"618 ","Perchicot, Mathieu","$18,203 ","$16,382 ","$1,821","$35,547"
"619 ","Gomez, Lucas","$18,171 ","$15,232 ","$2,939","$123,822"
"620 ","Smith, Roy","$18,115 ","$17,615 ",$500,"$37,955"
"621 ","Simon, Tobias","$18,079 ","$17,899 ",$180,"$70,633"
"622 ","Zukas, Matias","$18,075 ","$13,588 ","$4,487","$75,626"
"623 ","Nijboer, Ryan","$18,023 ","$13,721 ","$4,302","$31,757"
"624 ","Sancic, Antonio","$18,003 ","$0 ","$18,003","$252,279"
"625 ","Oliel, Yshai","$17,892 ","$17,142 ",$750,"$33,414"
"626 ","Setkic, Aldin","$17,877 ","$15,650 ","$2,227","$433,374"
"627 ","Podzus, Martins","$17,844 ","$14,155 ","$3,689","$71,027"
